feature_id	feature_name	bioType	annotationLevel	SAMPLE_01	SAMPLE_02	SAMPLE_03	SAMPLE_04	SAMPLE_05	SAMPLE_06	SAMPLE_07	SAMPLE_08	SAMPLE_09	SAMPLE_10	SAMPLE_11	SAMPLE_12
FEAT00311	Feature311	protein_coding	2	20	66	31	2	93	110	4	45	7	5	20	8
FEAT00312	Feature312	protein_coding	3	1492	7	169	241	4	5	44	10	34	99	12	5
FEAT00313	Feature313	protein_coding	2	1	80	16	93	83	9	224	92	66	4	11	9
FEAT00314	Feature314	protein_coding	1	34	12	111	83	100	30	122	26	0	8	19	78
FEAT00315	Feature315	protein_coding	3	40	42	24	153	32	26	7	44	10	2	48	8
FEAT00316	Feature316	protein_coding	2	99	102	325	260	27	48	3	210	37	141	13	1
FEAT00317	Feature317	protein_coding	3	514	69	73	65	149	127	2	92	10	10	226	73
FEAT00318	Feature318	protein_coding	3	38	4	76	128	54	11	7	3	27	63	84	7
FEAT00319	Feature319	protein_coding	2	84	131	29	49	1179	80	69	11	21	2	19	107
FEAT00320	Feature320	protein_coding	2	1138	322	158	65	26	48	47	7	74	5	2	5
FEAT00321	Feature321	protein_coding	3	6	9	294	46	82	305	117	10	129	34	20	37
FEAT00322	Feature322	protein_coding	3	8	20	52	141	36	50	78	145	59	119	11	13
FEAT00323	Feature323	protein_coding	1	94	40	30	609	45	16	40	262	22	113	11	10
FEAT00324	Feature324	protein_coding	1	23	49	788	12	596	15	14	65	49	30	2	33
FEAT00325	Feature325	protein_coding	2	14	2198	45	78	12	31	3	79	14	44	8	10
FEAT00326	Feature326	protein_coding	3	366	15	5	106	12	33	72	6	69	8	162	128
FEAT00327	Feature327	protein_coding	1	31	45	19	80	301	8	73	3	6	2	383	22
FEAT00328	Feature328	protein_coding	3	85	23	268	3	63	1323	12	21	51	6	21	77
FEAT00329	Feature329	protein_coding	3	79	101	37	94	65	462	55	14	1	55	58	6
FEAT00330	Feature330	protein_coding	2	4	12	220	14	32	82	112	20	17	9	197	89
FEAT00331	Feature331	protein_coding	2	53	9	20	136	22	210	33	30	50	40	6	13
FEAT00332	Feature332	protein_coding	2	1595	11	31	268	48	19	3	43	84	143	22	87
FEAT00333	Feature333	protein_coding	1	14	76	23	77	172	269	5	118	10	5	16	3
FEAT00334	Feature334	protein_coding	1	61	90	46	128	39	61	3	21	6	11	18	26
FEAT00335	Feature335	protein_coding	3	6	7	39	117	100	210	124	40	20	5	5	10
FEAT00336	Feature336	protein_coding	2	88	82	61	49	146	81	30	31	9	5	40	36
FEAT00337	Feature337	protein_coding	2	44	34	1463	21	44	87	4	24	249	74	49	46
FEAT00338	Feature338	protein_coding	3	70	231	48	33	70	214	32	52	1	107	532	130
FEAT00339	Feature339	protein_coding	2	39	18	89	15	166	29	77	135	1	30	8	3
FEAT00340	Feature340	protein_coding	3	25	44	256	7	262	1016	46	43	20	4	42	34
FEAT00341	Feature341	protein_coding	1	168	2197	167	109	537	9	4	12	8	53	13	230
FEAT00342	Feature342	protein_coding	3	506	177	35	143	188	14	33	54	27	181	110	6
FEAT00343	Feature343	protein_coding	3	72	19	136	18	219	104	78	16	3	238	16	138
FEAT00344	Feature344	protein_coding	2	110	155	781	97	428	8	68	14	17	20	33	204
FEAT00345	Feature345	protein_coding	2	4	64	22	308	33	114	12	51	83	12	22	3
FEAT00346	Feature346	protein_coding	3	92	200	28	289	3	5	3	10	21	18	18	55
FEAT00347	Feature347	protein_coding	3	31	10	11	1160	2	47	155	40	6	20	67	109
FEAT00348	Feature348	protein_coding	2	17	175	86	283	422	37	3	35	242	52	28	579
FEAT00349	Feature349	protein_coding	1	14	213	27	65	68	502	5	9	2	40	11	36
FEAT00350	Feature350	protein_coding	3	13	36	258	47	145	126	12	2	80	26	80	1
FEAT00351	Feature351	protein_coding	3	6	3	18	259	133	57	24	58	13	35	24	1
FEAT00352	Feature352	protein_coding	3	35	404	35	49	26	31	97	14	5	0	9	1
FEAT00353	Feature353	protein_coding	2	5	183	163	4	198	115	7	56	2	4	3	4
FEAT00354	Feature354	protein_coding	2	206	9	12	16	79	37	67	7	3	10	21	5
FEAT00355	Feature355	protein_coding	2	88	761	26	63	395	24	6	4	34	40	16	21
FEAT00356	Feature356	protein_coding	2	350	198	8	58	68	160	14	8	10	2	19	8
FEAT00357	Feature357	protein_coding	2	111	14	31	15	13	153	10	36	4	22	2	10
FEAT00358	Feature358	protein_coding	2	28	129	73	45	184	74	40	55	17	13	30	11
FEAT00359	Feature359	protein_coding	3	97	267	187	33	9	52	16	88	11	14	53	10
FEAT00360	Feature360	protein_coding	1	45	619	453	136	82	15	41	20	26	9	18	15
FEAT00361	Feature361	protein_coding	3	88	415	93	6	15	6	6	41	33	8	27	7
FEAT00362	Feature362	protein_coding	2	8	8	17	410	9	320	120	15	18	8	18	47
FEAT00363	Feature363	protein_coding	1	57	226	295	91	89	51	30	4	33	25	6	378
FEAT00364	Feature364	protein_coding	1	14	17	83	4	19	7	5	16	29	87	58	98
FEAT00365	Feature365	protein_coding	3	127	29	266	28	24	474	56	25	53	64	3	16
FEAT00366	Feature366	protein_coding	3	11	66	22	373	115	18	18	3	20	40	27	1
FEAT00367	Feature367	protein_coding	1	35	114	85	282	9	116	7	24	33	48	8	24
FEAT00368	Feature368	protein_coding	3	11	8	121	52	6	17	19	163	80	57	2	16
FEAT00369	Feature369	protein_coding	1	108	96	99	40	650	438	16	5	328	9	99	268
FEAT00370	Feature370	protein_coding	1	15	83	34	114	87	845	42	18	89	13	11	425
FEAT00371	Feature371	protein_coding	1	18	28	59	13	3	243	6	9	11	5	4	23
FEAT00372	Feature372	protein_coding	2	1592	156	158	7	54	11	55	13	20	16	8	2
FEAT00373	Feature373	protein_coding	1	125	8	11	37	21	80	76	26	24	19	61	1
FEAT00374	Feature374	protein_coding	3	93	15	10	56	32	126	86	1	17	287	62	140
FEAT00375	Feature375	protein_coding	3	64	7	11	150	212	20	13	27	2	11	178	394
FEAT00376	Feature376	protein_coding	2	48	721	27	18	2	212	11	490	29	24	1	151
FEAT00377	Feature377	protein_coding	2	33	44	3	203	222	24	21	32	71	21	207	13
FEAT00378	Feature378	protein_coding	1	24	29	2	18	228	81	6	30	1	12	39	49
FEAT00379	Feature379	protein_coding	2	19	200	765	31	158	6	1	44	20	25	8	12
FEAT00380	Feature380	protein_coding	1	174	621	41	6	334	130	49	24	484	21	38	1
FEAT00381	Feature381	protein_coding	3	25	21	54	91	20	634	4	10	26	3	42	45
FEAT00382	Feature382	protein_coding	1	37	813	63	83	15	5	8	12	10	55	1	4
FEAT00383	Feature383	protein_coding	3	4	367	25	27	12	198	11	26	1	97	33	41
FEAT00384	Feature384	protein_coding	3	318	43	44	154	102	40	20	9	51	69	19	261
FEAT00385	Feature385	protein_coding	2	7	41	620	31	6	399	40	4	56	4	3	15
FEAT00386	Feature386	protein_coding	2	29	12	34	14	61	55	53	10	3	3	13	162
FEAT00387	Feature387	protein_coding	2	186	23	212	11	234	33	55	45	13	30	4	17
FEAT00388	Feature388	protein_coding	2	258	17763	151	64	14	250	2	6	31	3	164	87
FEAT00389	Feature389	protein_coding	3	25	26	9	8	105	136	31	27	9	31	2	19
FEAT00390	Feature390	protein_coding	3	448	362	29	35	391	696	2	10	26	104	6	46
FEAT00391	Feature391	protein_coding	1	37	1592	103	47	35	249	49	4	26	3	7	3
FEAT00392	Feature392	protein_coding	3	9	22	14	119	173	40	4	58	1	1	52	47
FEAT00393	Feature393	protein_coding	3	223	42	10	28	126	19	7	3	4	62	36	4
FEAT00394	Feature394	protein_coding	1	12	26	122	11	45	3	3	34	67	4	6	58
FEAT00395	Feature395	protein_coding	1	33	26	117	75	270	173	8	16	17	3	5	74
FEAT00396	Feature396	protein_coding	1	6	230	85	47	121	111	103	11	14	13	267	71
FEAT00397	Feature397	protein_coding	1	16	36	21	58	77	1426	1	80	35	7	15	9
FEAT00398	Feature398	protein_coding	1	61	234	7	361	34	471	34	108	42	88	21	6
FEAT00399	Feature399	protein_coding	3	147	155	1091	3	43	255	3	14	374	140	6	142
