cell_id,sample_id,condition,pseudotime,score
Sti_2_047,Sti_S2,Stimulated,0.3946,3.391
Sti_2_048,Sti_S2,Stimulated,0.3377,3.097
Sti_2_049,Sti_S2,Stimulated,0.4633,3.034
Sti_2_050,Sti_S2,Stimulated,0.8059,4.722
Sti_2_051,Sti_S2,Stimulated,0.5391,2.659
Sti_2_052,Sti_S2,Stimulated,0.8676,4.844
Sti_2_053,Sti_S2,Stimulated,0.6718,4.63
Sti_2_054,Sti_S2,Stimulated,0.6215,3.811
Sti_2_055,Sti_S2,Stimulated,0.4468,2.854
Sti_2_056,Sti_S2,Stimulated,0.9324,4.049
Sti_2_057,Sti_S2,Stimulated,0.5022,3.647
Sti_2_058,Sti_S2,Stimulated,0.5887,4.496
Sti_2_059,Sti_S2,Stimulated,0.6506,3.811
Sti_2_060,Sti_S2,Stimulated,0.6643,4.135
Sti_2_061,Sti_S2,Stimulated,0.5464,3.789
Sti_2_062,Sti_S2,Stimulated,0.7032,4.076
Sti_2_063,Sti_S2,Stimulated,0.7302,5.288
Sti_2_064,Sti_S2,Stimulated,0.5661,3.803
Sti_2_065,Sti_S2,Stimulated,0.2578,3.458
Sti_2_066,Sti_S2,Stimulated,0.7239,5.46
Sti_2_067,Sti_S2,Stimulated,0.5189,3.147
Sti_2_068,Sti_S2,Stimulated,0.8006,4.963
Sti_2_069,Sti_S2,Stimulated,0.5853,3.196
Sti_2_070,Sti_S2,Stimulated,0.2585,3.059
Sti_2_071,Sti_S2,Stimulated,0.8717,5.639
Sti_2_072,Sti_S2,Stimulated,0.5463,3.749
Sti_2_073,Sti_S2,Stimulated,0.5772,4.358
Sti_2_074,Sti_S2,Stimulated,0.5985,4.301
Sti_2_075,Sti_S2,Stimulated,0.3718,2.785
Sti_2_076,Sti_S2,Stimulated,0.8605,4.842
Sti_2_077,Sti_S2,Stimulated,0.2953,2.67
Sti_2_078,Sti_S2,Stimulated,0.6483,3.811
Sti_2_079,Sti_S2,Stimulated,0.6191,3.996
Sti_2_080,Sti_S2,Stimulated,0.3709,2.878
Sti_2_081,Sti_S2,Stimulated,0.9002,4.643
Sti_2_082,Sti_S2,Stimulated,0.7734,5.209
Sti_2_083,Sti_S2,Stimulated,0.4666,3.595
Sti_2_084,Sti_S2,Stimulated,0.1891,2.013
Sti_2_085,Sti_S2,Stimulated,0.8904,5.056
Sti_2_086,Sti_S2,Stimulated,0.2391,2.743
Sti_2_087,Sti_S2,Stimulated,0.6699,4.147
Sti_2_088,Sti_S2,Stimulated,0.3757,2.819
Sti_2_089,Sti_S2,Stimulated,0.7186,4.266
Sti_2_090,Sti_S2,Stimulated,0.4675,2.408
Sti_2_091,Sti_S2,Stimulated,0.3031,2.805
Sti_2_092,Sti_S2,Stimulated,0.5247,3.543
Sti_2_093,Sti_S2,Stimulated,0.4961,3.212
Sti_2_094,Sti_S2,Stimulated,0.7511,3.659
Sti_2_095,Sti_S2,Stimulated,0.2224,3.125
Sti_2_096,Sti_S2,Stimulated,0.5185,3.221
Sti_2_097,Sti_S2,Stimulated,0.3127,2.685
Sti_2_098,Sti_S2,Stimulated,0.4845,3.499
Sti_2_099,Sti_S2,Stimulated,0.4505,3.841
Sti_2_100,Sti_S2,Stimulated,0.2885,2.653
Sti_2_101,Sti_S2,Stimulated,0.7639,4.973
Sti_2_102,Sti_S2,Stimulated,0.6238,4.638
Sti_2_103,Sti_S2,Stimulated,0.5687,4.621
Sti_2_104,Sti_S2,Stimulated,0.8485,5.706
Sti_2_105,Sti_S2,Stimulated,0.6786,4.249
Sti_2_106,Sti_S2,Stimulated,0.5624,4.445
Sti_2_107,Sti_S2,Stimulated,0.561,4.342
Sti_2_108,Sti_S2,Stimulated,0.5124,3.173
Sti_2_109,Sti_S2,Stimulated,0.2022,3.432
Sti_2_110,Sti_S2,Stimulated,0.4383,3.589
Sti_2_111,Sti_S2,Stimulated,0.2959,2.861
Sti_2_112,Sti_S2,Stimulated,0.2242,2.753
Sti_2_113,Sti_S2,Stimulated,0.7112,4.114
Sti_2_114,Sti_S2,Stimulated,0.5283,2.904
Sti_2_115,Sti_S2,Stimulated,0.6359,4.428
Sti_2_116,Sti_S2,Stimulated,0.5297,4.314
Sti_2_117,Sti_S2,Stimulated,0.7271,4.156
Sti_2_118,Sti_S2,Stimulated,0.8254,4.084
Sti_2_119,Sti_S2,Stimulated,0.531,4.428
Sti_2_120,Sti_S2,Stimulated,0.6619,3.986
Sti_3_001,Sti_S3,Stimulated,0.3198,2.971
Sti_3_002,Sti_S3,Stimulated,0.314,3.244
Sti_3_003,Sti_S3,Stimulated,0.4401,2.991
Sti_3_004,Sti_S3,Stimulated,0.8027,3.814
Sti_3_005,Sti_S3,Stimulated,0.4619,3.737
Sti_3_006,Sti_S3,Stimulated,0.4968,3.841
Sti_3_007,Sti_S3,Stimulated,0.9243,5.431
Sti_3_008,Sti_S3,Stimulated,0.5098,3.614
Sti_3_009,Sti_S3,Stimulated,0.4598,3.253
Sti_3_010,Sti_S3,Stimulated,0.6652,3.222
Sti_3_011,Sti_S3,Stimulated,0.6134,4.619
Sti_3_012,Sti_S3,Stimulated,0.4166,3.466
Sti_3_013,Sti_S3,Stimulated,0.3588,3.171
Sti_3_014,Sti_S3,Stimulated,0.5961,3.662
Sti_3_015,Sti_S3,Stimulated,0.843,5.192
Sti_3_016,Sti_S3,Stimulated,0.773,4.333
Sti_3_017,Sti_S3,Stimulated,0.2158,3.729
Sti_3_018,Sti_S3,Stimulated,0.3772,2.403
Sti_3_019,Sti_S3,Stimulated,0.6147,4.725
Sti_3_020,Sti_S3,Stimulated,0.5119,3.276
Sti_3_021,Sti_S3,Stimulated,0.4644,2.898
Sti_3_022,Sti_S3,Stimulated,0.505,3.575
Sti_3_023,Sti_S3,Stimulated,0.8451,3.485
Sti_3_024,Sti_S3,Stimulated,0.5891,3.841
Sti_3_025,Sti_S3,Stimulated,0.809,4.514
Sti_3_026,Sti_S3,Stimulated,0.8118,4.949
Sti_3_027,Sti_S3,Stimulated,0.5431,3.475
Sti_3_028,Sti_S3,Stimulated,0.4852,3.339
Sti_3_029,Sti_S3,Stimulated,0.7962,4.977
Sti_3_030,Sti_S3,Stimulated,0.5237,4.357
Sti_3_031,Sti_S3,Stimulated,0.6626,4.326
Sti_3_032,Sti_S3,Stimulated,0.5623,3.615
Sti_3_033,Sti_S3,Stimulated,0.7917,4.514
Sti_3_034,Sti_S3,Stimulated,0.3651,2.201
Sti_3_035,Sti_S3,Stimulated,0.4017,3.287
Sti_3_036,Sti_S3,Stimulated,0.6895,3.816
Sti_3_037,Sti_S3,Stimulated,0.797,3.717
Sti_3_038,Sti_S3,Stimulated,0.5029,3.689
Sti_3_039,Sti_S3,Stimulated,0.7759,4.534
Sti_3_040,Sti_S3,Stimulated,0.4994,3.302
Sti_3_041,Sti_S3,Stimulated,0.8544,4.992
Sti_3_042,Sti_S3,Stimulated,0.7174,5.074
Sti_3_043,Sti_S3,Stimulated,0.6596,4.295
Sti_3_044,Sti_S3,Stimulated,0.431,3.56
Sti_3_045,Sti_S3,Stimulated,0.465,3.443
Sti_3_046,Sti_S3,Stimulated,0.4854,4.009
Sti_3_047,Sti_S3,Stimulated,0.385,3.528
Sti_3_048,Sti_S3,Stimulated,0.4511,3.408
Sti_3_049,Sti_S3,Stimulated,0.6732,3.64
Sti_3_050,Sti_S3,Stimulated,0.4808,4.287
Sti_3_051,Sti_S3,Stimulated,0.7438,4.895
Sti_3_052,Sti_S3,Stimulated,0.3535,3.696
Sti_3_053,Sti_S3,Stimulated,0.815,4.939
Sti_3_054,Sti_S3,Stimulated,0.31,3.199
Sti_3_055,Sti_S3,Stimulated,0.6932,4.734
Sti_3_056,Sti_S3,Stimulated,0.1056,2.712
Sti_3_057,Sti_S3,Stimulated,0.1132,2.49
Sti_3_058,Sti_S3,Stimulated,0.4937,3.159
Sti_3_059,Sti_S3,Stimulated,0.8032,4.777
Sti_3_060,Sti_S3,Stimulated,0.4685,3.881
Sti_3_061,Sti_S3,Stimulated,0.756,4.284
Sti_3_062,Sti_S3,Stimulated,0.607,3.389
Sti_3_063,Sti_S3,Stimulated,0.8185,4.61
Sti_3_064,Sti_S3,Stimulated,0.553,3.833
Sti_3_065,Sti_S3,Stimulated,0.5269,3.422
Sti_3_066,Sti_S3,Stimulated,0.1442,2.327
Sti_3_067,Sti_S3,Stimulated,0.5548,3.988
Sti_3_068,Sti_S3,Stimulated,0.2508,2.61
Sti_3_069,Sti_S3,Stimulated,0.2361,3.07
Sti_3_070,Sti_S3,Stimulated,0.3764,3.181
Sti_3_071,Sti_S3,Stimulated,0.4143,3.598
Sti_3_072,Sti_S3,Stimulated,0.4017,3.467
Sti_3_073,Sti_S3,Stimulated,0.7711,4.886
Sti_3_074,Sti_S3,Stimulated,0.7586,3.703
Sti_3_075,Sti_S3,Stimulated,0.8553,4.975
Sti_3_076,Sti_S3,Stimulated,0.5558,3.785
Sti_3_077,Sti_S3,Stimulated,0.5764,3.767
Sti_3_078,Sti_S3,Stimulated,0.1858,2.99
Sti_3_079,Sti_S3,Stimulated,0.4898,3.449
Sti_3_080,Sti_S3,Stimulated,0.9171,4.635
Sti_3_081,Sti_S3,Stimulated,0.2528,3.934
Sti_3_082,Sti_S3,Stimulated,0.3169,2.61
Sti_3_083,Sti_S3,Stimulated,0.4601,3.424
Sti_3_084,Sti_S3,Stimulated,0.1395,2.789
Sti_3_085,Sti_S3,Stimulated,0.3328,2.994
Sti_3_086,Sti_S3,Stimulated,0.7145,4.349
Sti_3_087,Sti_S3,Stimulated,0.5405,3.04
Sti_3_088,Sti_S3,Stimulated,0.3808,3.779
Sti_3_089,Sti_S3,Stimulated,0.4949,3.878
Sti_3_090,Sti_S3,Stimulated,0.5503,3.387
Sti_3_091,Sti_S3,Stimulated,0.6513,4.288
Sti_3_092,Sti_S3,Stimulated,0.2394,2.815
Sti_3_093,Sti_S3,Stimulated,0.2286,3.184
Sti_3_094,Sti_S3,Stimulated,0.2347,2.69
Sti_3_095,Sti_S3,Stimulated,0.2195,2.736
Sti_3_096,Sti_S3,Stimulated,0.9529,4.872
Sti_3_097,Sti_S3,Stimulated,0.2395,3.085
Sti_3_098,Sti_S3,Stimulated,0.5664,4.136
Sti_3_099,Sti_S3,Stimulated,0.3354,3.12
Sti_3_100,Sti_S3,Stimulated,0.9657,5.36
Sti_3_101,Sti_S3,Stimulated,0.615,4.541
Sti_3_102,Sti_S3,Stimulated,0.8347,4.397
Sti_3_103,Sti_S3,Stimulated,0.7974,4.314
Sti_3_104,Sti_S3,Stimulated,0.3419,2.967
Sti_3_105,Sti_S3,Stimulated,0.8031,4.729
Sti_3_106,Sti_S3,Stimulated,0.8487,4.461
Sti_3_107,Sti_S3,Stimulated,0.3839,3.95
Sti_3_108,Sti_S3,Stimulated,0.6598,4.428
Sti_3_109,Sti_S3,Stimulated,0.1667,3.097
Sti_3_110,Sti_S3,Stimulated,0.5406,3.925
Sti_3_111,Sti_S3,Stimulated,0.8846,4.821
Sti_3_112,Sti_S3,Stimulated,0.5485,3.595
Sti_3_113,Sti_S3,Stimulated,0.4652,4.239
Sti_3_114,Sti_S3,Stimulated,0.7033,4.73
Sti_3_115,Sti_S3,Stimulated,0.3464,2.549
Sti_3_116,Sti_S3,Stimulated,0.5682,2.945
Sti_3_117,Sti_S3,Stimulated,0.8203,4.489
Sti_3_118,Sti_S3,Stimulated,0.3487,3.1
Sti_3_119,Sti_S3,Stimulated,0.3151,3.167
Sti_3_120,Sti_S3,Stimulated,0.41,3.201
Inh_1_001,Inh_S1,Inhibited,0.0689,1.708
Inh_1_002,Inh_S1,Inhibited,0.1407,2.366
Inh_1_003,Inh_S1,Inhibited,0.8366,5.081
Inh_1_004,Inh_S1,Inhibited,0.3037,1.771
Inh_1_005,Inh_S1,Inhibited,0.3411,2.931
Inh_1_006,Inh_S1,Inhibited,0.4123,3.06
Inh_1_007,Inh_S1,Inhibited,0.3752,3.458
Inh_1_008,Inh_S1,Inhibited,0.0389,1.668
Inh_1_009,Inh_S1,Inhibited,0.2036,2.466
Inh_1_010,Inh_S1,Inhibited,0.1331,2.417
Inh_1_011,Inh_S1,Inhibited,0.075,1.763
Inh_1_012,Inh_S1,Inhibited,0.1889,2.852
Inh_1_013,Inh_S1,Inhibited,0.4416,3.667
Inh_1_014,Inh_S1,Inhibited,0.2004,2.696
Inh_1_015,Inh_S1,Inhibited,0.3014,3.195
Inh_1_016,Inh_S1,Inhibited,0.342,3.56
Inh_1_017,Inh_S1,Inhibited,0.8277,4.034
Inh_1_018,Inh_S1,Inhibited,0.6453,3.52
Inh_1_019,Inh_S1,Inhibited,0.3484,2.025
Inh_1_020,Inh_S1,Inhibited,0.2414,2.893
Inh_1_021,Inh_S1,Inhibited,0.5226,2.735
Inh_1_022,Inh_S1,Inhibited,0.2157,3.534
Inh_1_023,Inh_S1,Inhibited,0.2935,2.266
Inh_1_024,Inh_S1,Inhibited,0.2841,2.872
Inh_1_025,Inh_S1,Inhibited,0.1546,1.826
Inh_1_026,Inh_S1,Inhibited,0.2352,2.234
Inh_1_027,Inh_S1,Inhibited,0.0906,3.057
Inh_1_028,Inh_S1,Inhibited,0.106,2.172
Inh_1_029,Inh_S1,Inhibited,0.4068,3.506
Inh_1_030,Inh_S1,Inhibited,0.3543,3.027
Inh_1_031,Inh_S1,Inhibited,0.3847,3.477
Inh_1_032,Inh_S1,Inhibited,0.6852,3.67
Inh_1_033,Inh_S1,Inhibited,0.3554,3.091
Inh_1_034,Inh_S1,Inhibited,0.256,2.151
Inh_1_035,Inh_S1,Inhibited,0.0887,1.781
Inh_1_036,Inh_S1,Inhibited,0.3681,2.719
Inh_1_037,Inh_S1,Inhibited,0.6024,2.785
Inh_1_038,Inh_S1,Inhibited,0.1762,1.369
Inh_1_039,Inh_S1,Inhibited,0.1254,2.462
Inh_1_040,Inh_S1,Inhibited,0.4418,2.265
Inh_1_041,Inh_S1,Inhibited,0.2215,2.445
Inh_1_042,Inh_S1,Inhibited,0.7855,4.171
Inh_1_043,Inh_S1,Inhibited,0.4214,3.48
Inh_1_044,Inh_S1,Inhibited,0.2701,2.439
Inh_1_045,Inh_S1,Inhibited,0.6887,3.45
Inh_1_046,Inh_S1,Inhibited,0.4539,2.73
Inh_1_047,Inh_S1,Inhibited,0.1336,2.543
Inh_1_048,Inh_S1,Inhibited,0.6736,3.478
Inh_1_049,Inh_S1,Inhibited,0.1323,3.039
Inh_1_050,Inh_S1,Inhibited,0.155,1.85
Inh_1_051,Inh_S1,Inhibited,0.3523,2.877
Inh_1_052,Inh_S1,Inhibited,0.1064,1.058
Inh_1_053,Inh_S1,Inhibited,0.1852,2.27
Inh_1_054,Inh_S1,Inhibited,0.2239,1.378
Inh_1_055,Inh_S1,Inhibited,0.5523,3.645
Inh_1_056,Inh_S1,Inhibited,0.6221,4.035
Inh_1_057,Inh_S1,Inhibited,0.5326,4.032
Inh_1_058,Inh_S1,Inhibited,0.4997,3.213
Inh_1_059,Inh_S1,Inhibited,0.3976,3.351
Inh_1_060,Inh_S1,Inhibited,0.0538,2.16
Inh_1_061,Inh_S1,Inhibited,0.9038,4.201
Inh_1_062,Inh_S1,Inhibited,0.2355,3.38
Inh_1_063,Inh_S1,Inhibited,0.1674,1.925
Inh_1_064,Inh_S1,Inhibited,0.6993,3.792
Inh_1_065,Inh_S1,Inhibited,0.3246,2.712
Inh_1_066,Inh_S1,Inhibited,0.8019,4.585
Inh_1_067,Inh_S1,Inhibited,0.2491,2.017
Inh_1_068,Inh_S1,Inhibited,0.2897,1.976
Inh_1_069,Inh_S1,Inhibited,0.7325,4.011
Inh_1_070,Inh_S1,Inhibited,0.5387,3.101
Inh_1_071,Inh_S1,Inhibited,0.3601,3.72
Inh_1_072,Inh_S1,Inhibited,0.1172,1.168
Inh_1_073,Inh_S1,Inhibited,0.0932,2.316
Inh_1_074,Inh_S1,Inhibited,0.8186,4.621
Inh_1_075,Inh_S1,Inhibited,0.345,2.22
Inh_1_076,Inh_S1,Inhibited,0.4382,2.599
Inh_1_077,Inh_S1,Inhibited,0.0915,2.659
Inh_1_078,Inh_S1,Inhibited,0.3383,2.785
Inh_1_079,Inh_S1,Inhibited,0.581,3.682
Inh_1_080,Inh_S1,Inhibited,0.2382,2.981
Inh_1_081,Inh_S1,Inhibited,0.6489,4.0
Inh_1_082,Inh_S1,Inhibited,0.0912,2.123
Inh_1_083,Inh_S1,Inhibited,0.2488,2.418
Inh_1_084,Inh_S1,Inhibited,0.2085,3.015
Inh_1_085,Inh_S1,Inhibited,0.3284,2.697
Inh_1_086,Inh_S1,Inhibited,0.1733,2.173
Inh_1_087,Inh_S1,Inhibited,0.5012,3.729
Inh_1_088,Inh_S1,Inhibited,0.5048,3.874
Inh_1_089,Inh_S1,Inhibited,0.5202,2.891
Inh_1_090,Inh_S1,Inhibited,0.4333,3.565
Inh_1_091,Inh_S1,Inhibited,0.6309,4.156
Inh_1_092,Inh_S1,Inhibited,0.1498,2.417
Inh_1_093,Inh_S1,Inhibited,0.2195,2.301
Inh_1_094,Inh_S1,Inhibited,0.706,4.335
Inh_1_095,Inh_S1,Inhibited,0.6187,3.767
Inh_1_096,Inh_S1,Inhibited,0.4771,3.745
Inh_1_097,Inh_S1,Inhibited,0.3925,2.636
Inh_1_098,Inh_S1,Inhibited,0.4046,2.21
Inh_1_099,Inh_S1,Inhibited,0.1254,3.204
Inh_1_100,Inh_S1,Inhibited,0.6088,3.649
Inh_1_101,Inh_S1,Inhibited,0.2827,3.113
Inh_1_102,Inh_S1,Inhibited,0.8264,4.334
Inh_1_103,Inh_S1,Inhibited,0.3825,3.577
Inh_1_104,Inh_S1,Inhibited,0.1033,1.802
Inh_1_105,Inh_S1,Inhibited,0.2709,2.169
Inh_1_106,Inh_S1,Inhibited,0.1551,2.983
Inh_1_107,Inh_S1,Inhibited,0.2711,2.64
Inh_1_108,Inh_S1,Inhibited,0.3444,3.048
Inh_1_109,Inh_S1,Inhibited,0.2239,3.129
Inh_1_110,Inh_S1,Inhibited,0.7063,3.887
Inh_1_111,Inh_S1,Inhibited,0.5646,3.601
Inh_1_112,Inh_S1,Inhibited,0.0603,1.976
Inh_1_113,Inh_S1,Inhibited,0.3795,2.813
Inh_1_114,Inh_S1,Inhibited,0.6897,4.917
Inh_1_115,Inh_S1,Inhibited,0.3888,3.353
Inh_1_116,Inh_S1,Inhibited,0.2221,2.717
Inh_1_117,Inh_S1,Inhibited,0.5961,3.53
Inh_1_118,Inh_S1,Inhibited,0.5132,3.828
Inh_1_119,Inh_S1,Inhibited,0.7167,3.963
Inh_1_120,Inh_S1,Inhibited,0.4044,3.294
Inh_2_001,Inh_S2,Inhibited,0.2131,2.388
Inh_2_002,Inh_S2,Inhibited,0.379,2.471
Inh_2_003,Inh_S2,Inhibited,0.4588,2.939
Inh_2_004,Inh_S2,Inhibited,0.4257,2.876
Inh_2_005,Inh_S2,Inhibited,0.3002,2.736
Inh_2_006,Inh_S2,Inhibited,0.6343,3.814
Inh_2_007,Inh_S2,Inhibited,0.0652,2.415
Inh_2_008,Inh_S2,Inhibited,0.6894,4.186
Inh_2_009,Inh_S2,Inhibited,0.8021,4.793
Inh_2_010,Inh_S2,Inhibited,0.3008,3.429
Inh_2_011,Inh_S2,Inhibited,0.2679,2.687
Inh_2_012,Inh_S2,Inhibited,0.7073,4.005
Inh_2_013,Inh_S2,Inhibited,0.3925,3.425
Inh_2_014,Inh_S2,Inhibited,0.4161,3.481
Inh_2_015,Inh_S2,Inhibited,0.5152,3.258
Inh_2_016,Inh_S2,Inhibited,0.5667,3.324
Inh_2_017,Inh_S2,Inhibited,0.4998,2.78
Inh_2_018,Inh_S2,Inhibited,0.1503,2.819
Inh_2_019,Inh_S2,Inhibited,0.8297,3.722
Inh_2_020,Inh_S2,Inhibited,0.2221,1.71
Inh_2_021,Inh_S2,Inhibited,0.4757,2.691
Inh_2_022,Inh_S2,Inhibited,0.2908,3.519
Inh_2_023,Inh_S2,Inhibited,0.1223,1.825
Inh_2_024,Inh_S2,Inhibited,0.6236,4.422
Inh_2_025,Inh_S2,Inhibited,0.4936,2.344
Inh_2_026,Inh_S2,Inhibited,0.78,3.694
Inh_2_027,Inh_S2,Inhibited,0.7889,4.369
Inh_2_028,Inh_S2,Inhibited,0.1369,2.48
Inh_2_029,Inh_S2,Inhibited,0.3034,2.63
Inh_2_030,Inh_S2,Inhibited,0.3229,2.936
Inh_2_031,Inh_S2,Inhibited,0.7285,2.988
Inh_2_032,Inh_S2,Inhibited,0.5611,4.606
Inh_2_033,Inh_S2,Inhibited,0.4286,3.284
Inh_2_034,Inh_S2,Inhibited,0.3553,2.641
Inh_2_035,Inh_S2,Inhibited,0.6821,3.741
Inh_2_036,Inh_S2,Inhibited,0.1901,2.395
Inh_2_037,Inh_S2,Inhibited,0.5016,3.131
Inh_2_038,Inh_S2,Inhibited,0.122,2.148
Inh_2_039,Inh_S2,Inhibited,0.1549,2.427
Inh_2_040,Inh_S2,Inhibited,0.093,2.832
Inh_2_041,Inh_S2,Inhibited,0.5167,3.623
Inh_2_042,Inh_S2,Inhibited,0.4807,3.283
Inh_2_043,Inh_S2,Inhibited,0.4862,3.134
Inh_2_044,Inh_S2,Inhibited,0.4872,3.672
Inh_2_045,Inh_S2,Inhibited,0.467,3.299
Inh_2_046,Inh_S2,Inhibited,0.8446,4.608
Inh_2_047,Inh_S2,Inhibited,0.4322,3.158
Inh_2_048,Inh_S2,Inhibited,0.0492,2.172
Inh_2_049,Inh_S2,Inhibited,0.5854,3.869
Inh_2_050,Inh_S2,Inhibited,0.5566,2.977
Inh_2_051,Inh_S2,Inhibited,0.0575,1.809
Inh_2_052,Inh_S2,Inhibited,0.5121,3.537
Inh_2_053,Inh_S2,Inhibited,0.0761,2.092
Inh_2_054,Inh_S2,Inhibited,0.4895,2.302
Inh_2_055,Inh_S2,Inhibited,0.1988,2.049
Inh_2_056,Inh_S2,Inhibited,0.1927,3.049
Inh_2_057,Inh_S2,Inhibited,0.2327,1.887
Inh_2_058,Inh_S2,Inhibited,0.2918,3.624
Inh_2_059,Inh_S2,Inhibited,0.308,3.817
Inh_2_060,Inh_S2,Inhibited,0.6363,4.146
Inh_2_061,Inh_S2,Inhibited,0.2476,2.74
Inh_2_062,Inh_S2,Inhibited,0.7158,4.495
Inh_2_063,Inh_S2,Inhibited,0.078,2.463
Inh_2_064,Inh_S2,Inhibited,0.7863,4.444
Inh_2_065,Inh_S2,Inhibited,0.485,2.888
Inh_2_066,Inh_S2,Inhibited,0.0198,1.82
Inh_2_067,Inh_S2,Inhibited,0.5215,2.961
Inh_2_068,Inh_S2,Inhibited,0.8228,4.561
Inh_2_069,Inh_S2,Inhibited,0.2428,3.125
Inh_2_070,Inh_S2,Inhibited,0.4209,2.931
Inh_2_071,Inh_S2,Inhibited,0.7721,4.398
Inh_2_072,Inh_S2,Inhibited,0.2936,2.697
Inh_2_073,Inh_S2,Inhibited,0.3815,3.277
Inh_2_074,Inh_S2,Inhibited,0.1967,1.834
Inh_2_075,Inh_S2,Inhibited,0.2028,3.047
Inh_2_076,Inh_S2,Inhibited,0.1359,2.166
Inh_2_077,Inh_S2,Inhibited,0.4354,3.021
Inh_2_078,Inh_S2,Inhibited,0.2888,3.741
Inh_2_079,Inh_S2,Inhibited,0.0297,2.736
Inh_2_080,Inh_S2,Inhibited,0.1442,2.52
Inh_2_081,Inh_S2,Inhibited,0.577,3.237
Inh_2_082,Inh_S2,Inhibited,0.1055,1.922
Inh_2_083,Inh_S2,Inhibited,0.1545,1.702
Inh_2_084,Inh_S2,Inhibited,0.0914,1.36
Inh_2_085,Inh_S2,Inhibited,0.3395,2.686
Inh_2_086,Inh_S2,Inhibited,0.0618,1.861
Inh_2_087,Inh_S2,Inhibited,0.3862,2.845
Inh_2_088,Inh_S2,Inhibited,0.7972,4.56
Inh_2_089,Inh_S2,Inhibited,0.1913,1.747
Inh_2_090,Inh_S2,Inhibited,0.0792,2.518
Inh_2_091,Inh_S2,Inhibited,0.3292,2.905
Inh_2_092,Inh_S2,Inhibited,0.4263,4.012
Inh_2_093,Inh_S2,Inhibited,0.2522,2.07
Inh_2_094,Inh_S2,Inhibited,0.4513,3.551
Inh_2_095,Inh_S2,Inhibited,0.223,3.005
Inh_2_096,Inh_S2,Inhibited,0.2355,2.843
Inh_2_097,Inh_S2,Inhibited,0.2643,2.939
Inh_2_098,Inh_S2,Inhibited,0.7223,4.03
Inh_2_099,Inh_S2,Inhibited,0.686,4.09
Inh_2_100,Inh_S2,Inhibited,0.5772,3.606
Inh_2_101,Inh_S2,Inhibited,0.4563,3.46
Inh_2_102,Inh_S2,Inhibited,0.638,4.032
Inh_2_103,Inh_S2,Inhibited,0.306,3.01
Inh_2_104,Inh_S2,Inhibited,0.2368,2.514
Inh_2_105,Inh_S2,Inhibited,0.47,3.159
Inh_2_106,Inh_S2,Inhibited,0.104,2.477
Inh_2_107,Inh_S2,Inhibited,0.1828,2.761
Inh_2_108,Inh_S2,Inhibited,0.1563,2.588
Inh_2_109,Inh_S2,Inhibited,0.45,3.674
Inh_2_110,Inh_S2,Inhibited,0.1015,1.473
Inh_2_111,Inh_S2,Inhibited,0.419,3.07
Inh_2_112,Inh_S2,Inhibited,0.5531,3.771
Inh_2_113,Inh_S2,Inhibited,0.4554,4.027
Inh_2_114,Inh_S2,Inhibited,0.5399,3.923
Inh_2_115,Inh_S2,Inhibited,0.3262,2.408
Inh_2_116,Inh_S2,Inhibited,0.2131,3.564
Inh_2_117,Inh_S2,Inhibited,0.8204,5.042
Inh_2_118,Inh_S2,Inhibited,0.1343,2.021
Inh_2_119,Inh_S2,Inhibited,0.1153,2.745
Inh_2_120,Inh_S2,Inhibited,0.6027,3.038
Inh_3_001,Inh_S3,Inhibited,0.2105,1.784
Inh_3_002,Inh_S3,Inhibited,0.2888,2.819
Inh_3_003,Inh_S3,Inhibited,0.4246,2.93
Inh_3_004,Inh_S3,Inhibited,0.084,2.159
Inh_3_005,Inh_S3,Inhibited,0.5097,3.993
Inh_3_006,Inh_S3,Inhibited,0.5329,3.984
Inh_3_007,Inh_S3,Inhibited,0.5165,2.381
Inh_3_008,Inh_S3,Inhibited,0.2953,2.717
Inh_3_009,Inh_S3,Inhibited,0.5873,3.812
Inh_3_010,Inh_S3,Inhibited,0.411,3.407
Inh_3_011,Inh_S3,Inhibited,0.7814,4.951
Inh_3_012,Inh_S3,Inhibited,0.4082,2.657
Inh_3_013,Inh_S3,Inhibited,0.187,2.557
Inh_3_014,Inh_S3,Inhibited,0.6339,4.673
Inh_3_015,Inh_S3,Inhibited,0.132,2.161
Inh_3_016,Inh_S3,Inhibited,0.1481,2.667
Inh_3_017,Inh_S3,Inhibited,0.2232,3.265
Inh_3_018,Inh_S3,Inhibited,0.9111,4.972
Inh_3_019,Inh_S3,Inhibited,0.3342,3.116
Inh_3_020,Inh_S3,Inhibited,0.2644,3.314
Inh_3_021,Inh_S3,Inhibited,0.3483,2.517
Inh_3_022,Inh_S3,Inhibited,0.1089,2.281
Inh_3_023,Inh_S3,Inhibited,0.4422,3.483
Inh_3_024,Inh_S3,Inhibited,0.1992,2.702
Inh_3_025,Inh_S3,Inhibited,0.4579,2.875
Inh_3_026,Inh_S3,Inhibited,0.1652,2.4
Inh_3_027,Inh_S3,Inhibited,0.2941,2.591
Inh_3_028,Inh_S3,Inhibited,0.1482,2.745
Inh_3_029,Inh_S3,Inhibited,0.0115,1.499
Inh_3_030,Inh_S3,Inhibited,0.3798,2.897
Inh_3_031,Inh_S3,Inhibited,0.8688,4.334
Inh_3_032,Inh_S3,Inhibited,0.7122,3.556
Inh_3_033,Inh_S3,Inhibited,0.1827,1.945
