cell_id,group,replicate,measurement
WIL0430,Wildtype,R2,42.6549
WIL0080,Wildtype,R3,12.2574
MUT0074,Mutant,R3,14.6573
WIL0029,Wildtype,R3,17.9667
MUT0088,Mutant,R2,17.1782
WIL0255,Wildtype,R1,28.8761
MUT0442,Mutant,R2,23.018
WIL0459,Wildtype,R1,28.547
WIL0384,Wildtype,R1,40.9283
WIL0314,Wildtype,R3,28.319
WIL0085,Wildtype,R2,14.9941
WIL0575,Wildtype,R3,36.5107
WIL0137,Wildtype,R3,11.4023
WIL0112,Wildtype,R2,11.2932
WIL0195,Wildtype,R1,16.8847
WIL0179,Wildtype,R3,13.3488
WIL0556,Wildtype,R2,38.6639
MUT0104,Mutant,R3,8.5544
WIL0497,Wildtype,R3,31.4056
WIL0130,Wildtype,R2,14.8141
MUT0096,Mutant,R1,8.0327
WIL0338,Wildtype,R3,39.3836
MUT0471,Mutant,R1,36.0933
WIL0609,Wildtype,R1,21.8964
WIL0125,Wildtype,R3,9.9042
WIL0196,Wildtype,R2,14.8768
WIL0227,Wildtype,R3,31.4497
MUT0070,Mutant,R2,14.3326
WIL0269,Wildtype,R3,26.1812
WIL0153,Wildtype,R1,11.7108
WIL0585,Wildtype,R1,37.0645
WIL0104,Wildtype,R3,14.5975
WIL0594,Wildtype,R1,26.3076
MUT0380,Mutant,R3,20.1847
MUT0346,Mutant,R2,34.8434
MUT0149,Mutant,R3,19.2963
WIL0228,Wildtype,R1,30.9257
MUT0465,Mutant,R1,31.1369
WIL0302,Wildtype,R3,27.0667
WIL0276,Wildtype,R1,31.0132
WIL0127,Wildtype,R2,14.9461
WIL0406,Wildtype,R2,28.3028
MUT0337,Mutant,R2,32.9598
MUT0064,Mutant,R2,13.7005
MUT0130,Mutant,R2,10.2048
MUT0414,Mutant,R1,28.4985
WIL0037,Wildtype,R2,18.0194
WIL0140,Wildtype,R3,16.6876
WIL0304,Wildtype,R2,43.0988
WIL0268,Wildtype,R2,24.0592
WIL0534,Wildtype,R1,39.0774
WIL0546,Wildtype,R1,28.8936
WIL0213,Wildtype,R1,13.3838
WIL0469,Wildtype,R2,38.6006
WIL0199,Wildtype,R2,11.3897
MUT0053,Mutant,R3,15.7062
WIL0528,Wildtype,R1,31.1826
MUT0056,Mutant,R3,12.5305
MUT0303,Mutant,R1,28.2688
WIL0242,Wildtype,R3,32.0659
WIL0343,Wildtype,R2,34.9377
WIL0550,Wildtype,R2,30.1623
WIL0387,Wildtype,R1,34.9114
MUT0387,Mutant,R1,26.4239
WIL0207,Wildtype,R1,12.5153
WIL0296,Wildtype,R3,30.2702
MUT0076,Mutant,R2,16.5935
MUT0278,Mutant,R3,34.5533
WIL0074,Wildtype,R3,15.3971
MUT0249,Mutant,R1,23.8421
WIL0105,Wildtype,R1,13.9634
MUT0185,Mutant,R3,11.4085
MUT0209,Mutant,R3,19.9638
MUT0455,Mutant,R3,35.8888
WIL0017,Wildtype,R3,13.7081
WIL0440,Wildtype,R3,31.5789
WIL0092,Wildtype,R3,11.4754
WIL0089,Wildtype,R3,14.4306
WIL0451,Wildtype,R2,26.0222
MUT0098,Mutant,R3,11.9534
WIL0103,Wildtype,R2,15.6717
WIL0239,Wildtype,R3,28.685
MUT0222,Mutant,R1,22.7687
WIL0247,Wildtype,R2,37.2401
MUT0389,Mutant,R3,22.9177
WIL0158,Wildtype,R3,14.0782
WIL0480,Wildtype,R1,28.2527
MUT0026,Mutant,R3,9.5242
MUT0371,Mutant,R3,18.0804
MUT0344,Mutant,R3,27.6929
WIL0019,Wildtype,R2,14.0024
MUT0467,Mutant,R3,31.8922
WIL0122,Wildtype,R3,11.3078
MUT0360,Mutant,R1,29.354
MUT0276,Mutant,R1,28.3912
WIL0275,Wildtype,R3,36.8208
WIL0434,Wildtype,R3,27.9385
MUT0331,Mutant,R2,30.689
MUT0419,Mutant,R3,32.1919
WIL0312,Wildtype,R1,36.7179
MUT0377,Mutant,R3,22.9513
MUT0359,Mutant,R3,38.6851
MUT0161,Mutant,R3,13.7816
WIL0547,Wildtype,R2,21.5757
WIL0182,Wildtype,R3,21.4999
WIL0185,Wildtype,R3,13.9339
WIL0407,Wildtype,R3,34.7664
MUT0100,Mutant,R2,10.0883
WIL0607,Wildtype,R2,30.3864
MUT0073,Mutant,R2,13.7893
WIL0521,Wildtype,R3,24.8491
WIL0381,Wildtype,R1,31.3056
WIL0411,Wildtype,R1,32.0359
MUT0015,Mutant,R1,11.1423
WIL0370,Wildtype,R2,27.6858
MUT0326,Mutant,R3,28.973
MUT0357,Mutant,R1,25.05
MUT0259,Mutant,R2,24.0475
WIL0079,Wildtype,R2,9.4068
WIL0574,Wildtype,R2,38.9374
MUT0461,Mutant,R3,29.9667
MUT0018,Mutant,R1,16.7256
WIL0608,Wildtype,R3,38.5184
MUT0327,Mutant,R1,17.5003
WIL0069,Wildtype,R1,12.3914
MUT0355,Mutant,R2,31.2818
MUT0435,Mutant,R1,37.8529
WIL0417,Wildtype,R1,28.7544
MUT0310,Mutant,R2,34.9788
WIL0562,Wildtype,R2,32.4904
WIL0068,Wildtype,R3,16.0778
WIL0537,Wildtype,R1,23.7151
WIL0078,Wildtype,R1,14.2614
WIL0106,Wildtype,R2,14.7186
MUT0477,Mutant,R1,35.6556
MUT0341,Mutant,R3,25.0832
MUT0019,Mutant,R2,10.5753
WIL0560,Wildtype,R3,29.6642
MUT0227,Mutant,R3,23.7207
MUT0267,Mutant,R1,23.6928
MUT0071,Mutant,R3,8.9692
MUT0288,Mutant,R1,32.638
MUT0397,Mutant,R2,32.6508
MUT0445,Mutant,R2,28.4164
MUT0400,Mutant,R2,34.7323
MUT0116,Mutant,R3,16.0607
MUT0286,Mutant,R2,23.256
WIL0491,Wildtype,R3,26.8749
MUT0473,Mutant,R3,23.9781
MUT0210,Mutant,R1,25.1908
MUT0369,Mutant,R1,17.486
WIL0606,Wildtype,R1,18.8781
WIL0364,Wildtype,R2,36.8679
WIL0070,Wildtype,R2,13.9413
WIL0549,Wildtype,R1,32.9511
MUT0189,Mutant,R1,14.8759
WIL0161,Wildtype,R3,14.2471
MUT0255,Mutant,R1,23.5438
WIL0012,Wildtype,R1,16.7127
WIL0145,Wildtype,R2,18.078
WIL0518,Wildtype,R3,31.7502
WIL0428,Wildtype,R3,38.9872
MUT0020,Mutant,R3,13.0194
WIL0177,Wildtype,R1,14.1158
WIL0441,Wildtype,R1,28.9403
MUT0195,Mutant,R1,14.9142
WIL0522,Wildtype,R1,28.1883
MUT0402,Mutant,R1,19.7107
WIL0449,Wildtype,R3,25.315
MUT0069,Mutant,R1,12.0527
WIL0232,Wildtype,R2,47.0614
WIL0211,Wildtype,R2,11.185
MUT0021,Mutant,R1,11.873
WIL0144,Wildtype,R1,12.6993
MUT0134,Mutant,R3,10.4327
WIL0520,Wildtype,R2,43.432
WIL0349,Wildtype,R2,36.0078
WIL0299,Wildtype,R3,19.6638
MUT0203,Mutant,R3,25.9859
MUT0147,Mutant,R1,14.9013
WIL0429,Wildtype,R1,39.986
WIL0613,Wildtype,R2,34.8501
MUT0439,Mutant,R2,23.9047
MUT0444,Mutant,R1,35.4004
WIL0009,Wildtype,R1,12.2738
WIL0157,Wildtype,R2,13.8383
WIL0540,Wildtype,R1,21.5788
WIL0507,Wildtype,R1,23.0082
WIL0437,Wildtype,R3,32.9924
WIL0267,Wildtype,R1,36.6655
MUT0207,Mutant,R1,32.0362
WIL0462,Wildtype,R1,34.9332
WIL0577,Wildtype,R2,26.5102
WIL0339,Wildtype,R1,32.3764
WIL0256,Wildtype,R2,31.59
MUT0319,Mutant,R2,29.4558
MUT0376,Mutant,R2,19.3906
MUT0046,Mutant,R2,8.9084
WIL0561,Wildtype,R1,36.6487
WIL0209,Wildtype,R3,13.0477
MUT0291,Mutant,R1,29.7672
WIL0288,Wildtype,R1,32.565
WIL0002,Wildtype,R3,13.743
WIL0342,Wildtype,R1,37.4097
WIL0270,Wildtype,R1,25.2282
WIL0266,Wildtype,R3,29.9881
MUT0295,Mutant,R2,33.1387
MUT0333,Mutant,R1,44.1231
MUT0343,Mutant,R2,30.8392
MUT0261,Mutant,R1,22.5571
WIL0096,Wildtype,R1,12.0335
MUT0460,Mutant,R2,28.1926
MUT0245,Mutant,R3,32.8959
WIL0043,Wildtype,R2,13.3822
MUT0254,Mutant,R3,25.0644
MUT0318,Mutant,R1,28.2419
WIL0399,Wildtype,R1,38.7794
MUT0358,Mutant,R2,24.4253
MUT0009,Mutant,R1,13.2422
MUT0317,Mutant,R3,22.5159
WIL0046,Wildtype,R2,11.2317
WIL0162,Wildtype,R1,13.9794
MUT0108,Mutant,R1,9.5521
MUT0010,Mutant,R2,13.9745
WIL0289,Wildtype,R2,39.6724
WIL0590,Wildtype,R3,36.2397
MUT0416,Mutant,R3,28.7788
MUT0282,Mutant,R1,24.0045
MUT0452,Mutant,R3,23.4458
MUT0305,Mutant,R3,24.739
WIL0576,Wildtype,R1,27.2867
MUT0231,Mutant,R1,32.283
WIL0316,Wildtype,R2,33.3214
MUT0192,Mutant,R1,13.5063
MUT0292,Mutant,R2,33.2458
WIL0231,Wildtype,R1,33.0815
MUT0190,Mutant,R2,17.9177
MUT0079,Mutant,R2,14.6253
MUT0362,Mutant,R3,36.8236
MUT0092,Mutant,R3,16.2803
MUT0313,Mutant,R2,27.0618
MUT0258,Mutant,R1,26.3573
WIL0077,Wildtype,R3,19.6079
MUT0289,Mutant,R2,33.7375
MUT0014,Mutant,R3,7.2152
MUT0463,Mutant,R2,21.5645
WIL0248,Wildtype,R3,37.0329
MUT0200,Mutant,R3,12.8055
MUT0205,Mutant,R2,27.4038
WIL0477,Wildtype,R1,35.3439
MUT0256,Mutant,R2,22.8386
MUT0051,Mutant,R1,10.5073
WIL0086,Wildtype,R3,16.765
WIL0470,Wildtype,R3,22.9175
WIL0226,Wildtype,R2,37.3931
MUT0269,Mutant,R3,28.8621
MUT0155,Mutant,R3,17.2076
WIL0332,Wildtype,R3,18.8466
WIL0234,Wildtype,R1,39.6786
WIL0589,Wildtype,R2,39.6125
WIL0476,Wildtype,R3,35.4347
MUT0415,Mutant,R2,44.7859
MUT0403,Mutant,R2,28.3717
WIL0600,Wildtype,R1,34.4157
MUT0350,Mutant,R3,25.7068
WIL0422,Wildtype,R3,24.6443
MUT0068,Mutant,R3,9.4494
WIL0183,Wildtype,R1,21.4302
WIL0618,Wildtype,R1,22.0951
WIL0333,Wildtype,R1,28.1787
WIL0439,Wildtype,R2,44.5044
WIL0050,Wildtype,R3,13.3418
MUT0408,Mutant,R1,29.8654
WIL0006,Wildtype,R1,17.3198
WIL0530,Wildtype,R3,32.6956
WIL0235,Wildtype,R2,25.4506
WIL0487,Wildtype,R2,33.8652
MUT0426,Mutant,R1,29.8353
WIL0498,Wildtype,R1,38.9674
MUT0265,Mutant,R2,22.4527
MUT0422,Mutant,R3,12.9717
WIL0107,Wildtype,R3,10.2787
WIL0444,Wildtype,R1,27.4526
MUT0311,Mutant,R3,28.8573
WIL0489,Wildtype,R1,35.5199
MUT0027,Mutant,R1,11.6258
WIL0013,Wildtype,R2,18.4701
MUT0119,Mutant,R3,13.0755
MUT0107,Mutant,R3,13.903
WIL0191,Wildtype,R3,15.9863
MUT0464,Mutant,R3,29.7825
MUT0213,Mutant,R1,24.2682
WIL0283,Wildtype,R2,28.6146
WIL0030,Wildtype,R1,13.8807
WIL0170,Wildtype,R3,13.171
MUT0382,Mutant,R2,28.8037
WIL0181,Wildtype,R2,12.6574
WIL0101,Wildtype,R3,16.3093
WIL0198,Wildtype,R1,15.0254
WIL0496,Wildtype,R2,36.9002
MUT0383,Mutant,R3,28.2059
MUT0102,Mutant,R1,12.9876
MUT0028,Mutant,R2,12.4481
MUT0368,Mutant,R3,32.579
WIL0045,Wildtype,R1,10.8068
MUT0042,Mutant,R1,16.6207
MUT0091,Mutant,R2,15.703
WIL0374,Wildtype,R3,27.8761
MUT0059,Mutant,R3,6.3401
WIL0567,Wildtype,R1,33.5008
MUT0228,Mutant,R1,29.4877
WIL0461,Wildtype,R3,37.9423
WIL0040,Wildtype,R2,15.9015
WIL0435,Wildtype,R1,31.6419
MUT0354,Mutant,R1,24.9846
MUT0388,Mutant,R2,28.9439
WIL0457,Wildtype,R2,26.9918
WIL0261,Wildtype,R1,35.0095
WIL0036,Wildtype,R1,15.5098
MUT0208,Mutant,R2,16.5307
WIL0310,Wildtype,R2,31.8369
WIL0277,Wildtype,R2,32.1985
MUT0017,Mutant,R3,12.5503
MUT0035,Mutant,R3,10.4716
MUT0003,Mutant,R1,9.2814
MUT0225,Mutant,R1,36.7895
WIL0394,Wildtype,R2,27.5536
WIL0108,Wildtype,R1,12.4946
WIL0350,Wildtype,R3,49.5743
WIL0525,Wildtype,R1,35.0003
MUT0165,Mutant,R1,16.9321
WIL0048,Wildtype,R1,13.9935
WIL0204,Wildtype,R1,7.3727
WIL0022,Wildtype,R2,18.0045
WIL0403,Wildtype,R2,28.7293
MUT0370,Mutant,R2,37.929
MUT0122,Mutant,R3,8.0324
WIL0034,Wildtype,R2,11.5058
MUT0168,Mutant,R1,15.4643
MUT0304,Mutant,R2,23.6785
MUT0424,Mutant,R2,23.0417
MUT0441,Mutant,R1,31.7041
WIL0580,Wildtype,R2,27.9392
WIL0482,Wildtype,R3,28.4097
MUT0312,Mutant,R1,23.4563
WIL0357,Wildtype,R1,30.9919
MUT0140,Mutant,R3,12.1529
WIL0093,Wildtype,R1,17.6387
MUT0184,Mutant,R2,17.4789
MUT0126,Mutant,R1,11.5634
WIL0280,Wildtype,R2,38.3808
MUT0145,Mutant,R2,13.5641
WIL0605,Wildtype,R3,23.1532
MUT0468,Mutant,R1,34.0151
WIL0401,Wildtype,R3,33.4544
WIL0258,Wildtype,R1,29.4061
MUT0325,Mutant,R2,17.7742
WIL0495,Wildtype,R1,24.8828
MUT0153,Mutant,R1,14.6456
WIL0551,Wildtype,R3,39.559
WIL0202,Wildtype,R2,13.7004
WIL0313,Wildtype,R2,24.4824
WIL0291,Wildtype,R1,32.0977
MUT0144,Mutant,R1,9.723
MUT0330,Mutant,R1,24.0921
WIL0184,Wildtype,R2,15.9473
MUT0449,Mutant,R3,34.593
MUT0411,Mutant,R1,36.6579
WIL0251,Wildtype,R3,40.0427
MUT0204,Mutant,R1,29.313
MUT0321,Mutant,R1,12.4556
WIL0392,Wildtype,R3,31.6668
MUT0285,Mutant,R1,29.3038
MUT0111,Mutant,R1,8.1391
WIL0555,Wildtype,R1,26.2817
WIL0367,Wildtype,R2,37.9766
WIL0346,Wildtype,R2,33.9863
WIL0536,Wildtype,R3,26.2167
MUT0300,Mutant,R1,29.7293
WIL0212,Wildtype,R3,13.1222
WIL0503,Wildtype,R3,25.6975
WIL0538,Wildtype,R2,31.6979
WIL0176,Wildtype,R3,17.8587
