journal,paper_id,year,DOI,figure_number,panel,representation,number_of_groups,approximate_n_per_group,raw_points_visible,summary,summary_source,error,error_source,marker_size_relative,marker_edge,marker_fill,jitter_style,bar_width,box_width,palette_type,control_color_behavior,statistical_annotation,p_display,axis_style,legend_style,n_label,zero_baseline,physical_panel_size,confidence_of_measurement,notes,image_path,reviewer
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,1,D,dot_strip+summary,3,4/4/4,yes,mean,inferred,unknown,none,medium,none,filled,centered,na,na,multi_categorical,coloured,bracket+stars,stars,LB,none,none,yes,small,high,red/green/blue points with short black mean line and thin error bar; +/- treatment matrix as x tick block; **** and * over brackets,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig1.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,1,F,box,2,unknown,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,narrow,multi_categorical,coloured,bracket+stars,stars,LB,none,none,yes,small,high,teal vs red Tukey boxes; only outliers drawn as points,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig1.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,1,I,bar,2,caption:3,no,mean,caption,SD,caption,na,na,na,na,medium,na,multi_categorical,grey,none,none,LB,outside,in_caption,yes,small,medium,stacked composition bars (mitosis / no entry / G2 slippage) with SD caps; legend right,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig1.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,1,J,dot_strip+summary,2,~40/~40,yes,mean,inferred,SD,inferred,small,none,filled,jitter,na,na,multi_categorical,coloured,stars_only,stars,LB,none,none,yes,small,high,blue vs red clouds with black mean line and SD bar; **** above,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig1.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,1,K,dot_strip+summary,3,~20 each,yes,mean,inferred,SD,inferred,small,none,filled,jitter,na,na,multi_categorical,grey,bracket+stars,mixed,LB,outside,none,yes,small,high,points coloured by cell fate (grey/blue/magenta); ns text and **** over brackets; fate legend with thumbnails right,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig1.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,1,L,box,5,unknown,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,narrow,multi_categorical,grey,bracket+stars,mixed,LB,outside,none,no,small,high,grey control box left of dashed separator; coloured boxes by fate; ns / *** / **** brackets; outliers as small points,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig1.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,3,B,dot_strip+summary,3,~400 each,yes,median,caption,none,none,small,none,filled,jitter,na,na,multi_categorical,grey,bracket+stars,stars,LB,none,none,yes,small,high,"dense jitter clouds grey/teal/red with black median bar; ""% origins firing"" numbers printed under each category",PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig3.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,3,D,bar+points,2x2,3 each,yes,mean,caption,SD,caption,small,none,filled,centered,medium,na,multi_categorical,coloured,stars_only,mixed,LB,outside,in_caption,yes,small,high,teal vs red bars with black points; ns text and ****,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig3.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,3,F,box,2,unknown,no,median,inferred,IQR_whiskers,inferred,small,none,filled,na,na,narrow,multi_categorical,coloured,stars_only,stars,LB,none,in_caption,yes,small,high,teal vs red boxes with many outlier points above,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig3.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,3,J,bar,10x4,caption:2,no,mean,caption,SD,caption,na,na,na,na,narrow,na,multi_categorical,coloured,none,none,LB,outside,none,yes,large,high,grouped proteomics bars (ORC/MCM subunits) purple/pink/magenta/red with SD caps; legend right,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig3.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,4,B,bar+points,2x2,4 each,yes,mean,caption,SD,caption,small,none,filled,centered,medium,na,multi_categorical,grey,stars_only,stars,LB,above,in_caption,yes,small,high,dark red DMSO vs light grey doxo pairs; coloured legend text above panel,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig4.jpg,gc_cell
Molecular Cell,PMC10659931,2023,10.1016/j.molcel.2023.10.018,4,D,bar+points,2x2,4 each,yes,mean,caption,SD,caption,small,none,filled,centered,medium,na,multi_categorical,grey,stars_only,mixed,LB,above,in_caption,yes,small,high,ns text and **** above bars,PRIVATE_REFERENCE_ONLY/corpus/PMC10659931/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,C_Dendra2,bar+points,4,~8/3/3/3,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,grey healthy control then three blue shades; open circles with dark edge; three stacked brackets with exact p,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,C_norm,bar+points,4,~8/3/3/3,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,non-significant p (0.1507) also printed,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,D_Dendra2,bar+points,4,3 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,western quantification beside blot,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,D_HK1,bar+points,4,3 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,D_HK2,bar+points,4,3 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,E_size,dot_strip+summary,3,~80 each (3 animals),yes,mean,caption,SD,caption,small,dark,mixed,jitter,na,na,multi_categorical,na,bracket+p_value,exact,LB,none,in_caption,yes,small,high,superplot: small points coloured per animal plus large per-animal circles with dark edge; black mean line with SD,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,E_density,dot_strip+summary,3,~80 each,yes,mean,caption,SD,caption,small,dark,mixed,jitter,na,na,multi_categorical,na,bracket+p_value,exact,LB,none,in_caption,yes,small,high,superplot,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,E_space,dot_strip+summary,3,~80 each,yes,mean,caption,SD,caption,small,dark,mixed,jitter,na,na,multi_categorical,na,bracket+p_value,exact,LB,none,in_caption,yes,small,high,superplot,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,F_CI,bar+points,2,4/5,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,line+p_value,exact,LB,none,in_caption,yes,small,high,grey healthy vs light blue 2wpc,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,1,F_ETSmax,bar+points,2,4/5,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,line+p_value,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig1.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,2,E,bar+points,2,3/3,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,line+p_value,exact,LB,none,in_caption,yes,small,high,grey vs blue LEPR area,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig2.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,2,H,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,grey ctrl vs pink cJun-cKO; non-significant p = 0.9917 printed,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig2.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,2,I_SOX10,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig2.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,2,I_cJUN,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig2.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,2,I_LEPR,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig2.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,B,dot_strip+summary,2x2,~20 each (3 animals),yes,mean,caption,SD,caption,small,dark,mixed,jitter,na,na,multi_categorical,na,bracket+p_value,exact,LB,none,in_caption,yes,small,high,superplot with per-animal large circles; p < 0.001 printed over brackets,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,D_NCV,bar+points,2x2,~7 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,pastel magenta ctrl vs green cKO; coloured legend text,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,D_CMAP,bar+points,2x2,~7 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,E_myelinated,bar+points,3x2,4-7 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,only significant comparisons annotated,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,E_amyelinated,bar+points,3x2,4-7 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,E_macrophages,bar+points,3x2,4-7 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,none,none,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,E_ovoids,bar+points,3x2,4-7 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,F_left,bar+points,2x2,4-6 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,line+p_value,exact,LB,outside,in_caption,no,small,high,g ratio; y axis starts at 0.5,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,G_LC3,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,3,G_p62,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig3.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,C_CI,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,"six OXPHOS complex panels; non-significant p printed (0.1683, 0.9793)",PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,C_CII,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,C_CIII,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,C_CIV,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,C_CV,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,C_total,bar+points,2x2,3-4 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,D_size,dot_strip+summary,3x2,~80 each,yes,mean,caption,SD,caption,small,dark,mixed,jitter,na,na,multi_categorical,na,bracket+p_value,exact,LB,none,in_caption,yes,medium,high,superplot with CT/KO tick labels under grouped ages,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,D_density,dot_strip+summary,3x2,~80 each,yes,mean,caption,SD,caption,small,dark,mixed,jitter,na,na,multi_categorical,na,none,none,LB,none,in_caption,yes,medium,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,E_CI,bar+points,2x2,5 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,4,E_ETSmax,bar+points,2x2,5 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig4.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,5,B,bar+points,3,5/6/5,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,grey / green / pink bars with colour-matched tick labels,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig5.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,5,C,bar+points,2x2,3 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,grey,line+p_value,exact,LB,none,in_caption,yes,small,high,WT vs Lepr-cKO explants; non-significant p 0.252 shown,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig5.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,5,D_basal,bar+points,4,~5 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,+/- matrix x tick block (leptin / 3MA),PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig5.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,5,D_maximal,bar+points,4,~5 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig5.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,5,E_basal,bar+points,2,5/5,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,grey,line+p_value,exact,LB,none,in_caption,yes,small,high,non-significant p (0.3102) printed,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig5.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,5,E_maximal,bar+points,2,4/5,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,grey,line+p_value,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig5.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,5,F_basal,bar+points,4,~6 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig5.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,5,F_maximal,bar+points,4,~6 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,multi_categorical,grey,bracket+p_value,exact,LB,none,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig5.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,C,dot_strip+summary,3,~9/~11/~13,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,na,na,monochrome_black,black,p_value_only,exact,LB,none,in_caption,no,small,high,open black circles with mean line and SD; dashed reference line at 1; exact p above each group (vs 1),PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,F,dot_strip+summary,2,~9/~10,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,na,na,multi_categorical,black,line+p_value,exact,LB,none,in_caption,no,small,high,log10 y axis; black ctrl vs red AcKO,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,G,bar+points,2,~7/~8,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,line+p_value,exact,LB,none,in_caption,yes,small,high,grey vs pink,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,I_CMAP,bar+points,2x2,~12-16 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,I_NCV,bar+points,2x2,~12-16 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,J_myelinated,bar+points,3x2,4-6 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,J_amyelinated,bar+points,3x2,4-6 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,J_macrophages,bar+points,3x2,4-6 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,none,none,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,J_ovoids,bar+points,3x2,4-6 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,single_accent,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,K_left,dot_strip+summary,2,4/4,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,na,na,single_accent,grey,line+p_value,exact,LB,none,in_caption,no,small,high,g ratio; y axis 0.5-0.7,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Metabolism,PMC10722468,2023,10.1016/j.cmet.2023.10.017,6,L_right,bar+points,2x2,4-6 each,yes,mean,inferred,SD,inferred,medium,dark,open,jitter,medium,na,greys,grey,bracket+p_value,exact,LB,outside,in_caption,yes,small,high,ETSmax; grey ctrl vs pink AcKO,PRIVATE_REFERENCE_ONLY/corpus/PMC10722468/figures/Fig6.jpg,gc_cell
Cell Systems,PMC10752370,2023,10.1016/j.cels.2023.11.007,1,C,bar+points,10,4 each,yes,mean,caption,SD,inferred,small,dark,filled,centered,medium,na,multi_categorical,na,none,none,L,none,in_caption,yes,small,high,nine stacked mini panels (one per medium); species-coloured bars with black-edged replicate points and thin caps; MATLAB default look,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig1.jpg,gc_cell
Cell Systems,PMC10752370,2023,10.1016/j.cels.2023.11.007,1,D,bar+points,9,4 each,yes,mean,caption,SD,inferred,small,dark,open,centered,wide,na,greys,grey,none,none,LB,none,in_caption,yes,small,high,horizontal grey bars with open diamond replicate points,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig1.jpg,gc_cell
Cell Systems,PMC10752370,2023,10.1016/j.cels.2023.11.007,1,H,bar+points,10,3 each,yes,mean,caption,SD,inferred,small,dark,filled,centered,medium,na,multi_categorical,na,none,none,L,none,in_caption,yes,small,high,optimized medium; same style as C,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig1.jpg,gc_cell
Cell Systems,PMC10752370,2023,10.1016/j.cels.2023.11.007,1,I_diversity,bar+points,3,3 each,yes,mean,caption,none,none,small,dark,open,centered,medium,na,greys,grey,bracket+p_value,exact,L,none,below_category,yes,small,high,"grey Shannon-diversity bars on right axis beside stacked composition bars; exact p (4e-05, 1e-05) over brackets; medium number in parentheses under category",PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig1.jpg,gc_cell
Cell Systems,PMC10752370,2023,10.1016/j.cels.2023.11.007,1,J,bar+points,2,3/3,yes,mean,inferred,SD,inferred,small,dark,open,centered,medium,na,multi_categorical,grey,none,none,LB,none,in_caption,no,small,medium,final pH bars starting from initial pH annotation; black and grey bars with open circles,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig1.jpg,gc_cell
Cell Systems,PMC10752370,2023,10.1016/j.cels.2023.11.007,3,C,bar+points,~55,3 each,yes,mean,caption,SD,inferred,small,dark,open,centered,wide,na,greys,grey,none,none,L,above,in_caption,yes,large,high,dozens of grey Shannon-diversity bars sorted ascending within DTL1/DTL2/DTL3 blocks plus a target bar; open circle replicates,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig3.jpg,gc_cell
Cell Systems,PMC10752370,2023,10.1016/j.cels.2023.11.007,3,F,bar+points,3,3 each,yes,mean,caption,none,none,small,dark,open,centered,medium,na,greys,grey,bracket+p_value,exact,L,none,none,yes,small,high,"grey diversity bars overlaid on stacked composition; exact p (2e-06, 4e-04) over brackets; dashed target line",PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig3.jpg,gc_cell
