paper_id,authors,year,journal,journal_family,DOI,article_type,figure_number,panel,plot_family,local_source,license,usable_for_measurement,notes
PMC13506676,"Zickler D, Rodrigues Neves AR, Kleckner N.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117776,research-article,1,all,bar/group comparison|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC13506676/figures/Fig1.webp,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC13506676,"Zickler D, Rodrigues Neves AR, Kleckner N.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117776,research-article,2,all,bar/group comparison,PRIVATE_REFERENCE_ONLY/corpus/PMC13506676/figures/Fig2.webp,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC13506676,"Zickler D, Rodrigues Neves AR, Kleckner N.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117776,research-article,3,all,bar/group comparison|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC13506676/figures/Fig3.webp,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC13506676,"Zickler D, Rodrigues Neves AR, Kleckner N.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117776,research-article,4,all,bar/group comparison,PRIVATE_REFERENCE_ONLY/corpus/PMC13506676/figures/Fig4.webp,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC13506676,"Zickler D, Rodrigues Neves AR, Kleckner N.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117776,research-article,5,all,bar/group comparison|dot/bubble,PRIVATE_REFERENCE_ONLY/corpus/PMC13506676/figures/Fig5.webp,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC13506676,"Zickler D, Rodrigues Neves AR, Kleckner N.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117776,research-article,6,all,bar/group comparison|dot/bubble,PRIVATE_REFERENCE_ONLY/corpus/PMC13506676/figures/Fig6.webp,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC13506676,"Zickler D, Rodrigues Neves AR, Kleckner N.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117776,research-article,7,all,bar/group comparison|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC13506676/figures/Fig7.webp,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC13506677,"Marión RM, González JC, Flores JM, Piñeiro-Yáñez E, Serrano R, Blasco MA.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117786,research-article,1,all,line/time-course|bar/group comparison|survival,PRIVATE_REFERENCE_ONLY/corpus/PMC13506677/figures/Fig1.webp,http://creativecommons.org/licenses/by-nc/4.0/ This is an open access article under the CC BY-NC license (http://creativecommons.org/licenses/by-nc/4.0/).,yes,caption-based classification
PMC13506677,"Marión RM, González JC, Flores JM, Piñeiro-Yáñez E, Serrano R, Blasco MA.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117786,research-article,2,all,bar/group comparison|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC13506677/figures/Fig2.webp,http://creativecommons.org/licenses/by-nc/4.0/ This is an open access article under the CC BY-NC license (http://creativecommons.org/licenses/by-nc/4.0/).,yes,caption-based classification
PMC13506677,"Marión RM, González JC, Flores JM, Piñeiro-Yáñez E, Serrano R, Blasco MA.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117786,research-article,3,all,bar/group comparison|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC13506677/figures/Fig3.webp,http://creativecommons.org/licenses/by-nc/4.0/ This is an open access article under the CC BY-NC license (http://creativecommons.org/licenses/by-nc/4.0/).,yes,caption-based classification
PMC13506677,"Marión RM, González JC, Flores JM, Piñeiro-Yáñez E, Serrano R, Blasco MA.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117786,research-article,4,all,bar/group comparison|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC13506677/figures/Fig4.webp,http://creativecommons.org/licenses/by-nc/4.0/ This is an open access article under the CC BY-NC license (http://creativecommons.org/licenses/by-nc/4.0/).,yes,caption-based classification
PMC13506677,"Marión RM, González JC, Flores JM, Piñeiro-Yáñez E, Serrano R, Blasco MA.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117786,research-article,5,all,line/time-course|survival,PRIVATE_REFERENCE_ONLY/corpus/PMC13506677/figures/Fig5.webp,http://creativecommons.org/licenses/by-nc/4.0/ This is an open access article under the CC BY-NC license (http://creativecommons.org/licenses/by-nc/4.0/).,yes,caption-based classification
PMC13506677,"Marión RM, González JC, Flores JM, Piñeiro-Yáñez E, Serrano R, Blasco MA.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117786,research-article,6,all,bar/group comparison|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC13506677/figures/Fig6.webp,http://creativecommons.org/licenses/by-nc/4.0/ This is an open access article under the CC BY-NC license (http://creativecommons.org/licenses/by-nc/4.0/).,yes,caption-based classification
PMC13506677,"Marión RM, González JC, Flores JM, Piñeiro-Yáñez E, Serrano R, Blasco MA.",2026,Cell Reports,Cell,10.1016/j.celrep.2026.117786,research-article,7,all,bar/group comparison|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC13506677/figures/Fig7.webp,http://creativecommons.org/licenses/by-nc/4.0/ This is an open access article under the CC BY-NC license (http://creativecommons.org/licenses/by-nc/4.0/).,yes,caption-based classification
PMC10206407,"Heigwer F, Scheeder C, Bageritz J, Yousefian S, Rauscher B, Laufer C, Beneyto-Calabuig S, Funk MC, Peters V, Boulougouri M, Bilanovic J, Miersch T, Schmitt B, Blass C, Port F, Boutros M.",2023,Cell Systems,Cell,10.1016/j.cels.2023.03.003,research-article,1,all,scatter/regression|forest/effect-size|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10206407/figures/Fig1.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10206407,"Heigwer F, Scheeder C, Bageritz J, Yousefian S, Rauscher B, Laufer C, Beneyto-Calabuig S, Funk MC, Peters V, Boulougouri M, Bilanovic J, Miersch T, Schmitt B, Blass C, Port F, Boutros M.",2023,Cell Systems,Cell,10.1016/j.cels.2023.03.003,research-article,2,all,line/time-course|heatmap,PRIVATE_REFERENCE_ONLY/corpus/PMC10206407/figures/Fig2.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10206407,"Heigwer F, Scheeder C, Bageritz J, Yousefian S, Rauscher B, Laufer C, Beneyto-Calabuig S, Funk MC, Peters V, Boulougouri M, Bilanovic J, Miersch T, Schmitt B, Blass C, Port F, Boutros M.",2023,Cell Systems,Cell,10.1016/j.cels.2023.03.003,research-article,3,all,scatter/regression|line/time-course|bar/group comparison|heatmap|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10206407/figures/Fig3.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10206407,"Heigwer F, Scheeder C, Bageritz J, Yousefian S, Rauscher B, Laufer C, Beneyto-Calabuig S, Funk MC, Peters V, Boulougouri M, Bilanovic J, Miersch T, Schmitt B, Blass C, Port F, Boutros M.",2023,Cell Systems,Cell,10.1016/j.cels.2023.03.003,research-article,4,all,PCA/UMAP,PRIVATE_REFERENCE_ONLY/corpus/PMC10206407/figures/Fig4.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10206407,"Heigwer F, Scheeder C, Bageritz J, Yousefian S, Rauscher B, Laufer C, Beneyto-Calabuig S, Funk MC, Peters V, Boulougouri M, Bilanovic J, Miersch T, Schmitt B, Blass C, Port F, Boutros M.",2023,Cell Systems,Cell,10.1016/j.cels.2023.03.003,research-article,5,all,bar/group comparison|box/violin|PCA/UMAP|heatmap|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10206407/figures/Fig5.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10206407,"Heigwer F, Scheeder C, Bageritz J, Yousefian S, Rauscher B, Laufer C, Beneyto-Calabuig S, Funk MC, Peters V, Boulougouri M, Bilanovic J, Miersch T, Schmitt B, Blass C, Port F, Boutros M.",2023,Cell Systems,Cell,10.1016/j.cels.2023.03.003,research-article,6,all,bar/group comparison|PCA/UMAP|heatmap,PRIVATE_REFERENCE_ONLY/corpus/PMC10206407/figures/Fig6.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10206407,"Heigwer F, Scheeder C, Bageritz J, Yousefian S, Rauscher B, Laufer C, Beneyto-Calabuig S, Funk MC, Peters V, Boulougouri M, Bilanovic J, Miersch T, Schmitt B, Blass C, Port F, Boutros M.",2023,Cell Systems,Cell,10.1016/j.cels.2023.03.003,research-article,7,all,bar/group comparison|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10206407/figures/Fig7.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10752370,"Connors BM, Thompson J, Ertmer S, Clark RL, Pfleger BF, Venturelli OS.",2023,Cell Systems,Cell,10.1016/j.cels.2023.11.007,research-article,1,all,scatter/regression|bar/group comparison|heatmap|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig1.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10752370,"Connors BM, Thompson J, Ertmer S, Clark RL, Pfleger BF, Venturelli OS.",2023,Cell Systems,Cell,10.1016/j.cels.2023.11.007,research-article,2,all,line/time-course|bar/group comparison|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig2.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10752370,"Connors BM, Thompson J, Ertmer S, Clark RL, Pfleger BF, Venturelli OS.",2023,Cell Systems,Cell,10.1016/j.cels.2023.11.007,research-article,3,all,scatter/regression|line/time-course|bar/group comparison|forest/effect-size|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig3.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10752370,"Connors BM, Thompson J, Ertmer S, Clark RL, Pfleger BF, Venturelli OS.",2023,Cell Systems,Cell,10.1016/j.cels.2023.11.007,research-article,4,all,scatter/regression|line/time-course|bar/group comparison|box/violin|heatmap|forest/effect-size|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig4.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10752370,"Connors BM, Thompson J, Ertmer S, Clark RL, Pfleger BF, Venturelli OS.",2023,Cell Systems,Cell,10.1016/j.cels.2023.11.007,research-article,5,all,scatter/regression|bar/group comparison|box/violin|heatmap|forest/effect-size|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10752370/figures/Fig5.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC11667439,"Trauernicht M, Filipovska T, Rastogi C, van Steensel B.",2024,Cell Systems,Cell,10.1016/j.cels.2024.11.003,research-article,1,all,scatter/regression|bar/group comparison|box/violin|PCA/UMAP|forest/effect-size,PRIVATE_REFERENCE_ONLY/corpus/PMC11667439/figures/Fig1.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC11667439,"Trauernicht M, Filipovska T, Rastogi C, van Steensel B.",2024,Cell Systems,Cell,10.1016/j.cels.2024.11.003,research-article,2,all,scatter/regression|box/violin|heatmap|forest/effect-size|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC11667439/figures/Fig2.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC11667439,"Trauernicht M, Filipovska T, Rastogi C, van Steensel B.",2024,Cell Systems,Cell,10.1016/j.cels.2024.11.003,research-article,3,all,scatter/regression,PRIVATE_REFERENCE_ONLY/corpus/PMC11667439/figures/Fig3.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC11667439,"Trauernicht M, Filipovska T, Rastogi C, van Steensel B.",2024,Cell Systems,Cell,10.1016/j.cels.2024.11.003,research-article,4,all,microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC11667439/figures/Fig4.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,partial,no quantitative marker; caption-based classification
PMC11667439,"Trauernicht M, Filipovska T, Rastogi C, van Steensel B.",2024,Cell Systems,Cell,10.1016/j.cels.2024.11.003,research-article,5,all,microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC11667439/figures/Fig5.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,partial,no quantitative marker; caption-based classification
PMC11667439,"Trauernicht M, Filipovska T, Rastogi C, van Steensel B.",2024,Cell Systems,Cell,10.1016/j.cels.2024.11.003,research-article,6,all,scatter/regression,PRIVATE_REFERENCE_ONLY/corpus/PMC11667439/figures/Fig6.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC11667439,"Trauernicht M, Filipovska T, Rastogi C, van Steensel B.",2024,Cell Systems,Cell,10.1016/j.cels.2024.11.003,research-article,7,all,bar/group comparison,PRIVATE_REFERENCE_ONLY/corpus/PMC11667439/figures/Fig7.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC11738662,"Metzner E, Southard KM, Norman TM.",2025,Cell Systems,Cell,10.1016/j.cels.2024.12.002,research-article (author manuscript),1,all,bar/group comparison|forest/effect-size|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig1.jpg,https://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license ( http://creativecommons.org/licenses/by-nc-nd/4.0/ ).,partial,author manuscript; figures not publisher-typeset; caption-based classification
PMC11738662,"Metzner E, Southard KM, Norman TM.",2025,Cell Systems,Cell,10.1016/j.cels.2024.12.002,research-article (author manuscript),2,all,scatter/regression|PCA/UMAP|volcano/MA|heatmap|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig2.jpg,https://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license ( http://creativecommons.org/licenses/by-nc-nd/4.0/ ).,partial,author manuscript; figures not publisher-typeset; caption-based classification
PMC11922821,"Miyara S, Adler M, Umansky KB, Häußler D, Bassat E, Divinsky Y, Elkahal J, Kain D, Lendengolts D, Ramirez Flores RO, Bueno-Levy H, Golani O, Shalit T, Gershovits M, Weizman E, Genzelinakh A, Kimchi DM, Shakked A, Zhang L, Wang J, Baehr A, Petrover Z, Sarig R, Dorn T, Moretti A, Saez-Rodriguez J, Kupatt C, Tanaka EM, Medzhitov R, Krüger A, Mayo A, Alon U, Tzahor E.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101198,research-article,1,all,line/time-course|bar/group comparison|box/violin|PCA/UMAP|dot/bubble|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig1.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC11922821,"Miyara S, Adler M, Umansky KB, Häußler D, Bassat E, Divinsky Y, Elkahal J, Kain D, Lendengolts D, Ramirez Flores RO, Bueno-Levy H, Golani O, Shalit T, Gershovits M, Weizman E, Genzelinakh A, Kimchi DM, Shakked A, Zhang L, Wang J, Baehr A, Petrover Z, Sarig R, Dorn T, Moretti A, Saez-Rodriguez J, Kupatt C, Tanaka EM, Medzhitov R, Krüger A, Mayo A, Alon U, Tzahor E.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101198,research-article,2,all,line/time-course|bar/group comparison|box/violin|dot/bubble|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig2.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC11922821,"Miyara S, Adler M, Umansky KB, Häußler D, Bassat E, Divinsky Y, Elkahal J, Kain D, Lendengolts D, Ramirez Flores RO, Bueno-Levy H, Golani O, Shalit T, Gershovits M, Weizman E, Genzelinakh A, Kimchi DM, Shakked A, Zhang L, Wang J, Baehr A, Petrover Z, Sarig R, Dorn T, Moretti A, Saez-Rodriguez J, Kupatt C, Tanaka EM, Medzhitov R, Krüger A, Mayo A, Alon U, Tzahor E.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101198,research-article,3,all,line/time-course|bar/group comparison|volcano/MA|heatmap|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig3.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC11922821,"Miyara S, Adler M, Umansky KB, Häußler D, Bassat E, Divinsky Y, Elkahal J, Kain D, Lendengolts D, Ramirez Flores RO, Bueno-Levy H, Golani O, Shalit T, Gershovits M, Weizman E, Genzelinakh A, Kimchi DM, Shakked A, Zhang L, Wang J, Baehr A, Petrover Z, Sarig R, Dorn T, Moretti A, Saez-Rodriguez J, Kupatt C, Tanaka EM, Medzhitov R, Krüger A, Mayo A, Alon U, Tzahor E.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101198,research-article,4,all,bar/group comparison|PCA/UMAP|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig4.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC11922821,"Miyara S, Adler M, Umansky KB, Häußler D, Bassat E, Divinsky Y, Elkahal J, Kain D, Lendengolts D, Ramirez Flores RO, Bueno-Levy H, Golani O, Shalit T, Gershovits M, Weizman E, Genzelinakh A, Kimchi DM, Shakked A, Zhang L, Wang J, Baehr A, Petrover Z, Sarig R, Dorn T, Moretti A, Saez-Rodriguez J, Kupatt C, Tanaka EM, Medzhitov R, Krüger A, Mayo A, Alon U, Tzahor E.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101198,research-article,5,all,scatter/regression|line/time-course|bar/group comparison|volcano/MA|heatmap|dot/bubble|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig5.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC12332847,"Pi D, Braun J, Dutta S, Patra D, Bougaran P, Mompeón A, Ma F, Stock SR, Choi S, García-Ortega L, Pratama MY, Pichardo D, Ramkhelawon B, Benedito R, Bautch VL, Ornitz DM, Goyal Y, Iruela-Arispe ML.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101324,research-article (author manuscript),1,all,bar/group comparison|dot/bubble|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC12332847/figures/Fig1.jpg,https://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license ( https://creativecommons.org/licenses/by-nc-nd/4.0/ ).,partial,author manuscript; figures not publisher-typeset; caption-based classification
PMC12332847,"Pi D, Braun J, Dutta S, Patra D, Bougaran P, Mompeón A, Ma F, Stock SR, Choi S, García-Ortega L, Pratama MY, Pichardo D, Ramkhelawon B, Benedito R, Bautch VL, Ornitz DM, Goyal Y, Iruela-Arispe ML.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101324,research-article (author manuscript),2,all,bar/group comparison|dot/bubble|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC12332847/figures/Fig2.jpg,https://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license ( https://creativecommons.org/licenses/by-nc-nd/4.0/ ).,partial,author manuscript; figures not publisher-typeset; caption-based classification
PMC12332847,"Pi D, Braun J, Dutta S, Patra D, Bougaran P, Mompeón A, Ma F, Stock SR, Choi S, García-Ortega L, Pratama MY, Pichardo D, Ramkhelawon B, Benedito R, Bautch VL, Ornitz DM, Goyal Y, Iruela-Arispe ML.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101324,research-article (author manuscript),3,all,box/violin|PCA/UMAP|heatmap|dot/bubble|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC12332847/figures/Fig3.jpg,https://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license ( https://creativecommons.org/licenses/by-nc-nd/4.0/ ).,partial,author manuscript; figures not publisher-typeset; caption-based classification
PMC12332847,"Pi D, Braun J, Dutta S, Patra D, Bougaran P, Mompeón A, Ma F, Stock SR, Choi S, García-Ortega L, Pratama MY, Pichardo D, Ramkhelawon B, Benedito R, Bautch VL, Ornitz DM, Goyal Y, Iruela-Arispe ML.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101324,research-article (author manuscript),4,all,scatter/regression|bar/group comparison|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC12332847/figures/Fig4.jpg,https://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license ( https://creativecommons.org/licenses/by-nc-nd/4.0/ ).,partial,author manuscript; figures not publisher-typeset; caption-based classification
PMC12332847,"Pi D, Braun J, Dutta S, Patra D, Bougaran P, Mompeón A, Ma F, Stock SR, Choi S, García-Ortega L, Pratama MY, Pichardo D, Ramkhelawon B, Benedito R, Bautch VL, Ornitz DM, Goyal Y, Iruela-Arispe ML.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101324,research-article (author manuscript),5,all,scatter/regression|forest/effect-size|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC12332847/figures/Fig5.jpg,https://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license ( https://creativecommons.org/licenses/by-nc-nd/4.0/ ).,partial,author manuscript; figures not publisher-typeset; caption-based classification
PMC12332847,"Pi D, Braun J, Dutta S, Patra D, Bougaran P, Mompeón A, Ma F, Stock SR, Choi S, García-Ortega L, Pratama MY, Pichardo D, Ramkhelawon B, Benedito R, Bautch VL, Ornitz DM, Goyal Y, Iruela-Arispe ML.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101324,research-article (author manuscript),6,all,bar/group comparison|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC12332847/figures/Fig6.jpg,https://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license ( https://creativecommons.org/licenses/by-nc-nd/4.0/ ).,partial,author manuscript; figures not publisher-typeset; caption-based classification
PMC12332847,"Pi D, Braun J, Dutta S, Patra D, Bougaran P, Mompeón A, Ma F, Stock SR, Choi S, García-Ortega L, Pratama MY, Pichardo D, Ramkhelawon B, Benedito R, Bautch VL, Ornitz DM, Goyal Y, Iruela-Arispe ML.",2025,Cell Systems,Cell,10.1016/j.cels.2025.101324,research-article (author manuscript),7,all,bar/group comparison|dot/bubble|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC12332847/figures/Fig7.jpg,https://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license ( https://creativecommons.org/licenses/by-nc-nd/4.0/ ).,partial,author manuscript; figures not publisher-typeset; caption-based classification
PMC12916471,"Rabouw HH, Schokolowski J, Müller M, Baars MJD, Dost AFM, Bestebroer TM, Püschel J, Clevers H, Fouchier RAM, Tanenbaum ME.",2026,Cell Systems,Cell,10.1016/j.cels.2025.101489,research-article,1,all,line/time-course|bar/group comparison|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC12916471/figures/Fig1.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC12916471,"Rabouw HH, Schokolowski J, Müller M, Baars MJD, Dost AFM, Bestebroer TM, Püschel J, Clevers H, Fouchier RAM, Tanenbaum ME.",2026,Cell Systems,Cell,10.1016/j.cels.2025.101489,research-article,2,all,line/time-course|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC12916471/figures/Fig2.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,partial,caption-based classification
PMC12916471,"Rabouw HH, Schokolowski J, Müller M, Baars MJD, Dost AFM, Bestebroer TM, Püschel J, Clevers H, Fouchier RAM, Tanenbaum ME.",2026,Cell Systems,Cell,10.1016/j.cels.2025.101489,research-article,3,all,line/time-course|bar/group comparison|box/violin,PRIVATE_REFERENCE_ONLY/corpus/PMC12916471/figures/Fig3.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
