group,journal_family,field,kind,n,median,q1,q3,mode_or_min,share_or_max
lines,Nature,typeset_width_mm,numeric,99,172.63,155.07,179.375,92.06,187.37
lines,Nature,smallest_cluster_pt,numeric,99,5.36,4.36,6.03,2.01,6.7
lines,Nature,dominant_cluster_pt,numeric,99,6.03,5.53,6.03,2.68,9.04
lines,Nature,largest_cluster_pt,numeric,99,6.37,6.03,6.915,5.36,13.4
lines,Nature,stroke_pt_inferred,numeric,54,4.08,2.4,4.44,0.24,8.87
lines,Cell,coloured_fraction,numeric,116,0.048,0.023,0.069,0.006,0.248
lines,Nature,coloured_fraction,numeric,116,0.076,0.032,0.115,0.0,0.268
lines,Science,coloured_fraction,numeric,142,0.041,0.017,0.072,0.003,0.303
lines,Cell,n_hue_clusters,numeric,116,3.0,3.0,4.25,1.0,7.0
lines,Nature,n_hue_clusters,numeric,116,3.0,2.0,4.0,0.0,6.0
lines,Science,n_hue_clusters,numeric,142,3.0,2.0,4.0,1.0,6.0
lines,Cell,mean_saturation,numeric,116,0.575,0.508,0.691,0.388,0.956
lines,Nature,mean_saturation,numeric,116,0.687,0.588,0.759,0.0,0.896
lines,Science,mean_saturation,numeric,142,0.631,0.565,0.706,0.341,0.929
lines,Cell,figure_aspect,numeric,116,0.876,0.816,1.107,0.659,4.36
lines,Nature,figure_aspect,numeric,116,1.09,0.855,1.341,0.614,3.215
lines,Science,figure_aspect,numeric,142,0.901,0.806,1.174,0.398,4.372
lines,Cell,n_panels_detected,numeric,116,5.0,1.0,9.0,1.0,18.0
lines,Nature,n_panels_detected,numeric,116,4.5,1.0,7.0,1.0,22.0
lines,Science,n_panels_detected,numeric,142,4.0,1.0,7.75,1.0,12.0
lines,Cell,legend_entries,numeric,94,3.0,2.0,4.0,1.0,9.0
lines,Nature,legend_entries,numeric,85,3.0,2.0,5.0,2.0,12.0
lines,Science,legend_entries,numeric,99,3.0,2.0,4.0,1.0,20.0
lines,Cell,n_categorical_colours,numeric,119,2.0,1.0,4.0,0.0,10.0
lines,Nature,n_categorical_colours,numeric,137,2.0,2.0,4.0,0.0,12.0
lines,Science,n_categorical_colours,numeric,143,3.0,2.0,4.0,0.0,20.0
lines,Cell,spines,categorical,119,,,,LB,0.824
lines,Nature,spines,categorical,137,,,,LB,0.679
lines,Science,spines,categorical,142,,,,LB,0.718
lines,Cell,tick_direction,categorical,114,,,,out,0.982
lines,Nature,tick_direction,categorical,97,,,,out,0.732
lines,Science,tick_direction,categorical,141,,,,out,0.901
lines,Cell,grid,categorical,119,,,,none,0.958
lines,Nature,grid,categorical,137,,,,none,0.934
lines,Science,grid,categorical,143,,,,none,0.867
lines,Cell,background,categorical,119,,,,white,1.0
lines,Nature,background,categorical,137,,,,white,1.0
lines,Science,background,categorical,143,,,,white,1.0
lines,Cell,error_bar_style,categorical,119,,,,none,0.378
lines,Nature,error_bar_style,categorical,135,,,,none,0.704
lines,Science,error_bar_style,categorical,143,,,,none,0.594
lines,Cell,points_overlaid,categorical,38,,,,no,0.632
lines,Nature,points_overlaid,categorical,74,,,,no,0.959
lines,Science,points_overlaid,categorical,1,,,,yes,1.0
lines,Cell,marker_fill,categorical,68,,,,filled,0.809
lines,Nature,marker_fill,categorical,36,,,,filled,0.806
lines,Science,marker_fill,categorical,59,,,,filled,0.695
lines,Cell,marker_size_class,categorical,68,,,,medium,0.559
lines,Nature,marker_size_class,categorical,36,,,,small,0.806
lines,Science,marker_size_class,categorical,59,,,,small,0.797
lines,Cell,line_weight_class,categorical,50,,,,regular,0.86
lines,Nature,line_weight_class,categorical,104,,,,regular,0.875
lines,Science,line_weight_class,categorical,135,,,,regular,0.956
lines,Cell,axis_line_weight_class,categorical,19,,,,regular,0.895
lines,Nature,axis_line_weight_class,categorical,5,,,,regular,0.8
lines,Science,axis_line_weight_class,categorical,74,,,,regular,1.0
lines,Cell,legend_position,categorical,119,,,,inside,0.454
lines,Nature,legend_position,categorical,136,,,,inside,0.419
lines,Science,legend_position,categorical,143,,,,inside,0.441
lines,Cell,legend_frame,categorical,93,,,,no,0.914
lines,Nature,legend_frame,categorical,89,,,,no,0.966
lines,Science,legend_frame,categorical,99,,,,no,0.808
lines,Cell,palette_class,categorical,119,,,,saturated,0.378
lines,Nature,palette_class,categorical,137,,,,saturated,0.577
lines,Science,palette_class,categorical,143,,,,mixed,0.545
lines,Nature,sequential_cmap_class,categorical,1,,,,other,1.0
lines,Science,sequential_cmap_class,categorical,3,,,,other,0.667
lines,Cell,colourbar_position,categorical,1,,,,none,1.0
lines,Nature,colourbar_position,categorical,1,,,,right,1.0
lines,Science,colourbar_position,categorical,4,,,,right,0.75
lines,Cell,panel_label_case,categorical,119,,,,upper,1.0
lines,Nature,panel_label_case,categorical,137,,,,lower,0.847
lines,Science,panel_label_case,categorical,143,,,,upper,0.993
lines,Cell,panel_label_weight,categorical,119,,,,bold,1.0
lines,Nature,panel_label_weight,categorical,134,,,,bold,1.0
lines,Science,panel_label_weight,categorical,142,,,,bold,1.0
lines,Cell,panel_label_size_class,categorical,119,,,,larger,0.857
lines,Nature,panel_label_size_class,categorical,134,,,,larger,0.716
lines,Science,panel_label_size_class,categorical,142,,,,much_larger,0.915
lines,Cell,font_class,categorical,119,,,,sans,1.0
lines,Nature,font_class,categorical,137,,,,sans,0.956
lines,Science,font_class,categorical,143,,,,sans,1.0
lines,Cell,axis_label_weight,categorical,119,,,,regular,0.975
lines,Nature,axis_label_weight,categorical,137,,,,regular,0.839
lines,Science,axis_label_weight,categorical,143,,,,regular,0.853
lines,Cell,title_present,categorical,119,,,,no,0.672
lines,Nature,title_present,categorical,137,,,,no,0.73
lines,Science,title_present,categorical,143,,,,no,0.615
lines,Cell,significance_style,categorical,116,,,,none,0.534
lines,Nature,significance_style,categorical,113,,,,none,0.796
lines,Science,significance_style,categorical,143,,,,none,0.559
lines,Cell,brackets,categorical,114,,,,no,0.86
lines,Nature,brackets,categorical,86,,,,no,0.965
lines,Science,brackets,categorical,101,,,,no,0.832
lines,Cell,n_stated_in_panel,categorical,119,,,,no,0.866
lines,Nature,n_stated_in_panel,categorical,137,,,,no,0.942
lines,Science,n_stated_in_panel,categorical,143,,,,no,0.86
lines,Cell,tick_label_density,categorical,119,,,,normal,0.613
lines,Nature,tick_label_density,categorical,137,,,,normal,0.839
lines,Science,tick_label_density,categorical,143,,,,normal,0.909
lines,Cell,x_tick_rotation,categorical,116,,,,0,0.948
lines,Nature,x_tick_rotation,categorical,137,,,,0,0.978
lines,Science,x_tick_rotation,categorical,137,,,,0,0.934
lines,Cell,panel_aspect_class,categorical,119,,,,wide,0.647
lines,Nature,panel_aspect_class,categorical,137,,,,wide,0.54
lines,Science,panel_aspect_class,categorical,143,,,,wide,0.51
other,Nature,typeset_width_mm,numeric,27,178.37,167.92,185.02,83.61,192.4
other,Nature,smallest_cluster_pt,numeric,26,5.03,4.772,5.53,2.34,6.7
other,Nature,dominant_cluster_pt,numeric,26,6.03,5.275,6.03,5.02,7.03
other,Nature,largest_cluster_pt,numeric,26,6.03,5.775,6.768,5.02,7.71
other,Nature,stroke_pt_inferred,numeric,21,2.88,0.72,4.92,0.24,9.96
other,Cell,coloured_fraction,numeric,90,0.054,0.032,0.084,0.003,0.294
other,Nature,coloured_fraction,numeric,28,0.081,0.06,0.099,0.028,0.156
other,Science,coloured_fraction,numeric,63,0.063,0.033,0.108,0.004,0.348
other,Cell,n_hue_clusters,numeric,90,3.0,2.0,4.0,0.0,6.0
other,Nature,n_hue_clusters,numeric,28,3.0,3.0,5.0,1.0,6.0
other,Science,n_hue_clusters,numeric,63,3.0,3.0,4.5,1.0,7.0
other,Cell,mean_saturation,numeric,90,0.515,0.447,0.621,0.0,0.925
other,Nature,mean_saturation,numeric,28,0.643,0.499,0.723,0.445,0.896
other,Science,mean_saturation,numeric,63,0.532,0.432,0.618,0.333,0.852
other,Cell,figure_aspect,numeric,90,0.99,0.794,1.28,0.637,2.542
other,Nature,figure_aspect,numeric,28,1.209,0.959,1.444,0.734,3.614
other,Science,figure_aspect,numeric,63,1.007,0.823,1.316,0.654,2.424
other,Cell,n_panels_detected,numeric,90,1.0,1.0,7.0,1.0,15.0
other,Nature,n_panels_detected,numeric,28,5.0,4.0,7.0,1.0,15.0
other,Science,n_panels_detected,numeric,63,1.0,1.0,4.5,1.0,12.0
other,Cell,legend_entries,numeric,15,3.0,2.0,6.0,2.0,16.0
other,Nature,legend_entries,numeric,8,4.0,3.75,4.5,3.0,8.0
other,Science,legend_entries,numeric,15,4.0,2.0,8.0,2.0,12.0
other,Cell,n_categorical_colours,numeric,51,3.0,2.0,4.0,0.0,16.0
other,Nature,n_categorical_colours,numeric,29,3.0,0.0,4.0,0.0,20.0
other,Science,n_categorical_colours,numeric,41,2.0,0.0,6.0,0.0,12.0
other,Cell,spines,categorical,51,,,,none,0.627
other,Nature,spines,categorical,28,,,,none,0.821
other,Science,spines,categorical,41,,,,none,0.634
other,Cell,tick_direction,categorical,47,,,,none,0.809
other,Nature,tick_direction,categorical,24,,,,none,0.917
other,Science,tick_direction,categorical,38,,,,none,0.763
other,Cell,grid,categorical,51,,,,none,1.0
other,Nature,grid,categorical,28,,,,none,1.0
other,Science,grid,categorical,41,,,,none,0.976
other,Cell,background,categorical,51,,,,white,0.922
other,Nature,background,categorical,29,,,,white,0.966
other,Science,background,categorical,41,,,,white,0.951
other,Cell,error_bar_style,categorical,18,,,,none,0.833
other,Nature,error_bar_style,categorical,14,,,,none,0.929
other,Science,error_bar_style,categorical,19,,,,none,1.0
other,Cell,points_overlaid,categorical,3,,,,no,1.0
other,Nature,points_overlaid,categorical,1,,,,no,1.0
other,Cell,marker_fill,categorical,9,,,,filled,0.889
other,Nature,marker_fill,categorical,6,,,,filled,1.0
other,Science,marker_fill,categorical,16,,,,filled,1.0
other,Cell,marker_size_class,categorical,9,,,,medium,0.556
other,Nature,marker_size_class,categorical,6,,,,small,0.5
other,Science,marker_size_class,categorical,16,,,,small,0.812
other,Cell,line_weight_class,categorical,6,,,,hairline,0.833
other,Nature,line_weight_class,categorical,1,,,,hairline,1.0
other,Science,line_weight_class,categorical,19,,,,hairline,0.579
other,Nature,axis_line_weight_class,categorical,5,,,,regular,1.0
other,Science,axis_line_weight_class,categorical,4,,,,regular,1.0
other,Cell,legend_position,categorical,50,,,,none,0.72
other,Nature,legend_position,categorical,29,,,,none,0.69
other,Science,legend_position,categorical,41,,,,none,0.537
other,Cell,legend_frame,categorical,14,,,,no,1.0
other,Nature,legend_frame,categorical,12,,,,no,1.0
other,Science,legend_frame,categorical,19,,,,no,0.789
other,Cell,palette_class,categorical,51,,,,saturated,0.314
other,Nature,palette_class,categorical,29,,,,saturated,0.31
other,Science,palette_class,categorical,41,,,,mixed,0.317
other,Cell,sequential_cmap_class,categorical,7,,,,other,0.714
other,Nature,sequential_cmap_class,categorical,10,,,,other,0.5
other,Science,sequential_cmap_class,categorical,8,,,,rainbow,0.625
other,Cell,colourbar_position,categorical,7,,,,right,0.714
other,Nature,colourbar_position,categorical,11,,,,right,0.636
other,Science,colourbar_position,categorical,2,,,,right,0.5
other,Cell,panel_label_case,categorical,51,,,,upper,1.0
other,Nature,panel_label_case,categorical,29,,,,lower,0.966
other,Science,panel_label_case,categorical,41,,,,upper,1.0
other,Cell,panel_label_weight,categorical,51,,,,bold,1.0
other,Nature,panel_label_weight,categorical,29,,,,bold,0.931
other,Science,panel_label_weight,categorical,41,,,,bold,1.0
other,Cell,panel_label_size_class,categorical,51,,,,larger,0.941
other,Nature,panel_label_size_class,categorical,29,,,,larger,0.897
other,Science,panel_label_size_class,categorical,41,,,,much_larger,0.927
other,Cell,font_class,categorical,51,,,,sans,1.0
other,Nature,font_class,categorical,29,,,,sans,1.0
other,Science,font_class,categorical,41,,,,sans,1.0
other,Cell,axis_label_weight,categorical,51,,,,regular,0.98
other,Nature,axis_label_weight,categorical,29,,,,regular,1.0
other,Science,axis_label_weight,categorical,41,,,,regular,1.0
other,Cell,title_present,categorical,51,,,,no,0.569
other,Nature,title_present,categorical,29,,,,no,0.793
other,Science,title_present,categorical,41,,,,yes,0.585
other,Cell,significance_style,categorical,39,,,,none,0.949
other,Nature,significance_style,categorical,18,,,,none,0.944
other,Science,significance_style,categorical,41,,,,none,1.0
other,Cell,brackets,categorical,39,,,,no,1.0
other,Nature,brackets,categorical,21,,,,no,1.0
other,Science,brackets,categorical,26,,,,no,1.0
other,Cell,n_stated_in_panel,categorical,51,,,,no,0.667
other,Nature,n_stated_in_panel,categorical,29,,,,no,0.862
other,Science,n_stated_in_panel,categorical,41,,,,no,0.829
other,Cell,tick_label_density,categorical,51,,,,sparse,0.745
other,Nature,tick_label_density,categorical,29,,,,sparse,0.517
other,Science,tick_label_density,categorical,41,,,,sparse,0.78
other,Cell,x_tick_rotation,categorical,16,,,,0,0.688
other,Nature,x_tick_rotation,categorical,14,,,,0,1.0
other,Science,x_tick_rotation,categorical,12,,,,0,1.0
other,Cell,panel_aspect_class,categorical,51,,,,square,0.49
other,Nature,panel_aspect_class,categorical,29,,,,wide,0.586
other,Science,panel_aspect_class,categorical,41,,,,wide,0.585
scatter,Nature,typeset_width_mm,numeric,72,173.22,151.15,179.417,130.54,187.37
scatter,Nature,smallest_cluster_pt,numeric,72,5.02,3.937,5.36,2.34,6.7
scatter,Nature,dominant_cluster_pt,numeric,72,5.69,5.36,6.453,2.34,7.04
scatter,Nature,largest_cluster_pt,numeric,72,6.7,6.03,7.58,5.02,12.73
scatter,Nature,stroke_pt_inferred,numeric,46,2.52,0.48,2.88,0.24,7.92
scatter,Cell,coloured_fraction,numeric,95,0.052,0.032,0.067,0.012,0.294
scatter,Nature,coloured_fraction,numeric,79,0.088,0.058,0.157,0.004,0.331
scatter,Science,coloured_fraction,numeric,70,0.035,0.023,0.069,0.002,0.193
scatter,Cell,n_hue_clusters,numeric,95,3.0,2.0,4.0,2.0,6.0
scatter,Nature,n_hue_clusters,numeric,79,3.0,2.0,4.0,1.0,7.0
scatter,Science,n_hue_clusters,numeric,70,3.0,2.0,4.0,1.0,6.0
scatter,Cell,mean_saturation,numeric,95,0.535,0.482,0.601,0.367,0.925
scatter,Nature,mean_saturation,numeric,79,0.643,0.536,0.726,0.416,0.865
scatter,Science,mean_saturation,numeric,70,0.579,0.494,0.7,0.397,0.852
scatter,Cell,figure_aspect,numeric,95,0.863,0.817,1.061,0.667,2.119
scatter,Nature,figure_aspect,numeric,79,1.033,0.879,1.401,0.636,2.06
scatter,Science,figure_aspect,numeric,70,0.86,0.783,1.115,0.398,2.173
scatter,Cell,n_panels_detected,numeric,95,7.0,2.5,9.0,1.0,18.0
scatter,Nature,n_panels_detected,numeric,79,7.0,4.0,9.0,1.0,15.0
scatter,Science,n_panels_detected,numeric,70,4.0,1.0,7.0,1.0,11.0
scatter,Cell,legend_entries,numeric,62,3.5,2.0,4.75,1.0,10.0
scatter,Nature,legend_entries,numeric,46,4.0,3.0,5.0,2.0,19.0
scatter,Science,legend_entries,numeric,40,4.0,3.0,5.0,1.0,14.0
scatter,Cell,n_categorical_colours,numeric,98,2.0,1.0,4.0,0.0,10.0
scatter,Nature,n_categorical_colours,numeric,88,3.0,0.75,4.0,0.0,19.0
scatter,Science,n_categorical_colours,numeric,73,2.0,1.0,3.0,0.0,14.0
scatter,Cell,spines,categorical,98,,,,LB,0.551
scatter,Nature,spines,categorical,88,,,,LB,0.42
scatter,Science,spines,categorical,73,,,,LB,0.616
scatter,Cell,tick_direction,categorical,94,,,,out,0.723
scatter,Nature,tick_direction,categorical,68,,,,out,0.515
scatter,Science,tick_direction,categorical,73,,,,out,0.822
scatter,Cell,grid,categorical,98,,,,none,0.898
scatter,Nature,grid,categorical,88,,,,none,1.0
scatter,Science,grid,categorical,73,,,,none,0.932
scatter,Cell,background,categorical,98,,,,white,0.99
scatter,Nature,background,categorical,88,,,,white,1.0
scatter,Science,background,categorical,73,,,,white,1.0
scatter,Cell,error_bar_style,categorical,74,,,,none,0.824
scatter,Nature,error_bar_style,categorical,49,,,,none,0.735
scatter,Science,error_bar_style,categorical,72,,,,none,0.792
scatter,Cell,points_overlaid,categorical,2,,,,no,1.0
scatter,Nature,points_overlaid,categorical,1,,,,no,1.0
scatter,Cell,marker_fill,categorical,98,,,,filled,0.888
scatter,Nature,marker_fill,categorical,88,,,,filled,0.852
scatter,Science,marker_fill,categorical,73,,,,filled,0.822
scatter,Cell,marker_size_class,categorical,98,,,,small,0.622
scatter,Nature,marker_size_class,categorical,88,,,,small,0.602
scatter,Science,marker_size_class,categorical,73,,,,small,0.712
scatter,Cell,line_weight_class,categorical,15,,,,regular,0.733
scatter,Nature,line_weight_class,categorical,9,,,,regular,1.0
scatter,Science,line_weight_class,categorical,10,,,,regular,1.0
scatter,Cell,axis_line_weight_class,categorical,17,,,,regular,0.765
scatter,Nature,axis_line_weight_class,categorical,1,,,,heavy,1.0
scatter,Science,axis_line_weight_class,categorical,24,,,,regular,1.0
scatter,Cell,legend_position,categorical,97,,,,none,0.34
scatter,Nature,legend_position,categorical,88,,,,none,0.455
scatter,Science,legend_position,categorical,73,,,,inside,0.438
scatter,Cell,legend_frame,categorical,64,,,,no,0.922
scatter,Nature,legend_frame,categorical,52,,,,no,0.962
scatter,Science,legend_frame,categorical,46,,,,no,0.87
scatter,Cell,palette_class,categorical,98,,,,mixed,0.296
scatter,Nature,palette_class,categorical,88,,,,saturated,0.375
scatter,Science,palette_class,categorical,73,,,,mixed,0.397
scatter,Cell,sequential_cmap_class,categorical,25,,,,other,0.44
scatter,Nature,sequential_cmap_class,categorical,20,,,,viridis_like,0.45
scatter,Science,sequential_cmap_class,categorical,13,,,,other,0.538
scatter,Cell,colourbar_position,categorical,24,,,,right,0.5
scatter,Nature,colourbar_position,categorical,21,,,,right,0.571
scatter,Science,colourbar_position,categorical,14,,,,right,0.357
scatter,Cell,panel_label_case,categorical,98,,,,upper,1.0
scatter,Nature,panel_label_case,categorical,88,,,,lower,0.864
scatter,Science,panel_label_case,categorical,73,,,,upper,1.0
scatter,Cell,panel_label_weight,categorical,98,,,,bold,1.0
scatter,Nature,panel_label_weight,categorical,84,,,,bold,0.964
scatter,Science,panel_label_weight,categorical,73,,,,bold,1.0
scatter,Cell,panel_label_size_class,categorical,98,,,,larger,0.929
scatter,Nature,panel_label_size_class,categorical,84,,,,larger,0.821
scatter,Science,panel_label_size_class,categorical,73,,,,much_larger,0.986
scatter,Cell,font_class,categorical,98,,,,sans,1.0
scatter,Nature,font_class,categorical,88,,,,sans,1.0
scatter,Science,font_class,categorical,73,,,,sans,1.0
scatter,Cell,axis_label_weight,categorical,98,,,,regular,0.959
scatter,Nature,axis_label_weight,categorical,88,,,,regular,0.966
scatter,Science,axis_label_weight,categorical,73,,,,regular,0.932
scatter,Cell,title_present,categorical,98,,,,yes,0.541
scatter,Nature,title_present,categorical,88,,,,no,0.807
scatter,Science,title_present,categorical,73,,,,no,0.63
scatter,Cell,significance_style,categorical,76,,,,none,0.776
scatter,Nature,significance_style,categorical,41,,,,none,0.878
scatter,Science,significance_style,categorical,73,,,,none,0.973
scatter,Cell,brackets,categorical,74,,,,no,0.986
scatter,Nature,brackets,categorical,54,,,,no,0.981
scatter,Science,brackets,categorical,39,,,,no,1.0
scatter,Cell,n_stated_in_panel,categorical,98,,,,no,0.98
scatter,Nature,n_stated_in_panel,categorical,88,,,,no,0.977
scatter,Science,n_stated_in_panel,categorical,73,,,,no,0.986
scatter,Cell,tick_label_density,categorical,98,,,,normal,0.673
scatter,Nature,tick_label_density,categorical,88,,,,normal,0.761
scatter,Science,tick_label_density,categorical,73,,,,normal,0.822
scatter,Cell,x_tick_rotation,categorical,79,,,,0,0.962
scatter,Nature,x_tick_rotation,categorical,75,,,,0,0.907
scatter,Science,x_tick_rotation,categorical,70,,,,0,0.943
scatter,Cell,panel_aspect_class,categorical,98,,,,square,0.561
scatter,Nature,panel_aspect_class,categorical,88,,,,square,0.511
scatter,Science,panel_aspect_class,categorical,73,,,,square,0.644
