cell_id	group	replicate	measurement
MUT0087	Mutant	R1	10.6262
MUT0088	Mutant	R2	16.0853
MUT0089	Mutant	R3	13.0175
MUT0090	Mutant	R1	14.9035
MUT0091	Mutant	R2	13.4674
MUT0092	Mutant	R3	9.7459
MUT0093	Mutant	R1	10.5515
MUT0094	Mutant	R2	9.8049
MUT0095	Mutant	R3	12.5207
MUT0096	Mutant	R1	13.0241
MUT0097	Mutant	R2	11.7962
MUT0098	Mutant	R3	12.348
MUT0099	Mutant	R1	8.3844
MUT0100	Mutant	R2	15.7691
MUT0101	Mutant	R3	12.0554
MUT0102	Mutant	R1	14.3964
MUT0103	Mutant	R2	9.7287
MUT0104	Mutant	R3	11.2483
MUT0105	Mutant	R1	14.501
MUT0106	Mutant	R2	12.7876
MUT0107	Mutant	R3	8.9595
MUT0108	Mutant	R1	12.2058
MUT0109	Mutant	R2	13.6876
MUT0110	Mutant	R3	18.9381
MUT0111	Mutant	R1	14.5214
MUT0112	Mutant	R2	14.1899
MUT0113	Mutant	R3	13.2977
MUT0114	Mutant	R1	10.7637
MUT0115	Mutant	R2	10.2612
MUT0116	Mutant	R3	11.2736
MUT0117	Mutant	R1	16.3999
MUT0118	Mutant	R2	16.5998
MUT0119	Mutant	R3	8.1421
MUT0120	Mutant	R1	16.1615
MUT0121	Mutant	R2	12.9861
MUT0122	Mutant	R3	14.6189
MUT0123	Mutant	R1	12.7719
MUT0124	Mutant	R2	12.4757
MUT0125	Mutant	R3	7.7586
MUT0126	Mutant	R1	12.57
MUT0127	Mutant	R2	9.1376
MUT0128	Mutant	R3	12.824
MUT0129	Mutant	R1	10.5439
MUT0130	Mutant	R2	13.8272
MUT0131	Mutant	R3	13.16
MUT0132	Mutant	R1	16.0302
MUT0133	Mutant	R2	17.642
MUT0134	Mutant	R3	14.5931
MUT0135	Mutant	R1	9.8227
MUT0136	Mutant	R2	9.9935
MUT0137	Mutant	R3	14.8053
MUT0138	Mutant	R1	10.7072
MUT0139	Mutant	R2	8.585
MUT0140	Mutant	R3	14.3261
MUT0141	Mutant	R1	9.7739
MUT0142	Mutant	R2	13.017
MUT0143	Mutant	R3	13.2796
MUT0144	Mutant	R1	14.0863
MUT0145	Mutant	R2	11.9984
MUT0146	Mutant	R3	14.3657
MUT0147	Mutant	R1	14.7908
MUT0148	Mutant	R2	13.4926
MUT0149	Mutant	R3	6.222
MUT0150	Mutant	R1	5.0
MUT0151	Mutant	R2	6.9271
MUT0152	Mutant	R3	15.2737
MUT0153	Mutant	R1	8.1002
MUT0154	Mutant	R2	15.351
MUT0155	Mutant	R3	14.7885
MUT0156	Mutant	R1	10.4185
MUT0157	Mutant	R2	13.2077
MUT0158	Mutant	R3	13.7977
MUT0159	Mutant	R1	8.9445
MUT0160	Mutant	R2	15.3986
MUT0161	Mutant	R3	15.0402
MUT0162	Mutant	R1	12.2794
MUT0163	Mutant	R2	9.0108
MUT0164	Mutant	R3	11.6566
MUT0165	Mutant	R1	12.9689
MUT0166	Mutant	R2	18.5963
MUT0167	Mutant	R3	14.5076
MUT0168	Mutant	R1	17.825
MUT0169	Mutant	R2	10.5997
MUT0170	Mutant	R3	16.6463
MUT0171	Mutant	R1	14.56
MUT0172	Mutant	R2	16.4287
MUT0173	Mutant	R3	7.3073
MUT0174	Mutant	R1	6.8513
MUT0175	Mutant	R2	8.7388
MUT0176	Mutant	R3	11.4467
MUT0177	Mutant	R1	12.7128
MUT0178	Mutant	R2	14.4973
MUT0179	Mutant	R3	13.2838
MUT0180	Mutant	R1	16.1741
MUT0181	Mutant	R2	14.7199
MUT0182	Mutant	R3	16.3167
MUT0183	Mutant	R1	12.4766
MUT0184	Mutant	R2	11.7695
MUT0185	Mutant	R3	14.0688
MUT0186	Mutant	R1	14.9805
MUT0187	Mutant	R2	11.769
MUT0188	Mutant	R3	8.8751
MUT0189	Mutant	R1	7.8295
MUT0190	Mutant	R2	17.6462
MUT0191	Mutant	R3	14.2381
MUT0192	Mutant	R1	13.3581
MUT0193	Mutant	R2	12.5641
MUT0194	Mutant	R3	20.488
MUT0195	Mutant	R1	10.3628
MUT0196	Mutant	R2	13.0921
MUT0197	Mutant	R3	15.2178
MUT0198	Mutant	R1	12.7449
MUT0199	Mutant	R2	19.5182
MUT0200	Mutant	R3	12.0477
MUT0201	Mutant	R1	11.6931
MUT0202	Mutant	R2	15.4955
MUT0203	Mutant	R3	30.2756
MUT0204	Mutant	R1	33.5913
MUT0205	Mutant	R2	33.0938
MUT0206	Mutant	R3	27.6873
MUT0207	Mutant	R1	26.0217
MUT0208	Mutant	R2	21.7879
MUT0209	Mutant	R3	33.2331
MUT0210	Mutant	R1	30.5551
MUT0211	Mutant	R2	34.0444
MUT0212	Mutant	R3	23.8981
MUT0213	Mutant	R1	29.0833
MUT0214	Mutant	R2	37.2633
MUT0215	Mutant	R3	36.3092
MUT0216	Mutant	R1	26.3197
MUT0217	Mutant	R2	28.0934
MUT0218	Mutant	R3	28.7769
MUT0219	Mutant	R1	31.0209
MUT0220	Mutant	R2	21.7534
MUT0221	Mutant	R3	33.4143
MUT0222	Mutant	R1	35.0407
MUT0223	Mutant	R2	25.1264
MUT0224	Mutant	R3	44.5658
MUT0225	Mutant	R1	34.1075
MUT0226	Mutant	R2	24.6391
MUT0227	Mutant	R3	20.3979
MUT0228	Mutant	R1	27.2134
MUT0229	Mutant	R2	22.6564
MUT0230	Mutant	R3	30.779
MUT0231	Mutant	R1	28.0477
MUT0232	Mutant	R2	29.4295
MUT0233	Mutant	R3	32.372
MUT0234	Mutant	R1	29.0222
MUT0235	Mutant	R2	15.8839
MUT0236	Mutant	R3	32.7205
MUT0237	Mutant	R1	24.1847
MUT0238	Mutant	R2	32.1926
MUT0239	Mutant	R3	43.021
MUT0240	Mutant	R1	25.4309
MUT0241	Mutant	R2	28.4995
MUT0242	Mutant	R3	14.8104
MUT0243	Mutant	R1	18.1883
MUT0244	Mutant	R2	32.8577
MUT0245	Mutant	R3	26.3078
MUT0246	Mutant	R1	26.9905
MUT0247	Mutant	R2	29.1451
MUT0248	Mutant	R3	22.2946
MUT0249	Mutant	R1	14.8087
MUT0250	Mutant	R2	29.1778
MUT0251	Mutant	R3	18.2458
MUT0252	Mutant	R1	36.5558
MUT0253	Mutant	R2	29.3529
MUT0254	Mutant	R3	29.3744
MUT0255	Mutant	R1	28.0844
MUT0256	Mutant	R2	31.5315
MUT0257	Mutant	R3	31.8155
MUT0258	Mutant	R1	27.5268
MUT0259	Mutant	R2	23.7137
MUT0260	Mutant	R3	20.5092
MUT0261	Mutant	R1	30.8788
MUT0262	Mutant	R2	18.5555
MUT0263	Mutant	R3	26.336
MUT0264	Mutant	R1	36.8133
MUT0265	Mutant	R2	31.5286
MUT0266	Mutant	R3	30.6711
MUT0267	Mutant	R1	30.8599
MUT0268	Mutant	R2	30.8982
MUT0269	Mutant	R3	22.0742
MUT0270	Mutant	R1	27.0716
MUT0271	Mutant	R2	35.9582
MUT0272	Mutant	R3	28.5932
MUT0273	Mutant	R1	40.0352
MUT0274	Mutant	R2	29.7822
MUT0275	Mutant	R3	35.1134
MUT0276	Mutant	R1	44.3059
MUT0277	Mutant	R2	29.4642
MUT0278	Mutant	R3	31.3608
MUT0279	Mutant	R1	27.3565
MUT0280	Mutant	R2	35.6986
MUT0281	Mutant	R3	20.2897
MUT0282	Mutant	R1	25.1842
MUT0283	Mutant	R2	34.7972
MUT0284	Mutant	R3	24.9036
MUT0285	Mutant	R1	32.9143
MUT0286	Mutant	R2	22.6744
MUT0287	Mutant	R3	28.3517
MUT0288	Mutant	R1	25.7027
MUT0289	Mutant	R2	36.6764
MUT0290	Mutant	R3	31.5298
MUT0291	Mutant	R1	26.3907
MUT0292	Mutant	R2	19.7966
MUT0293	Mutant	R3	45.3895
MUT0294	Mutant	R1	29.2903
MUT0295	Mutant	R2	33.068
MUT0296	Mutant	R3	16.6063
MUT0297	Mutant	R1	30.739
MUT0298	Mutant	R2	22.0725
MUT0299	Mutant	R3	24.6037
MUT0300	Mutant	R1	31.1297
MUT0301	Mutant	R2	28.5237
MUT0302	Mutant	R3	19.0183
MUT0303	Mutant	R1	24.1257
MUT0304	Mutant	R2	30.2838
MUT0305	Mutant	R3	27.7565
MUT0306	Mutant	R1	32.1986
MUT0307	Mutant	R2	18.138
MUT0308	Mutant	R3	35.0571
MUT0309	Mutant	R1	30.6515
MUT0310	Mutant	R2	20.8571
MUT0311	Mutant	R3	26.7985
MUT0312	Mutant	R1	28.4763
MUT0313	Mutant	R2	25.1046
MUT0314	Mutant	R3	31.5613
MUT0315	Mutant	R1	29.8112
MUT0316	Mutant	R2	31.3412
MUT0317	Mutant	R3	32.1546
MUT0318	Mutant	R1	31.5718
MUT0319	Mutant	R2	37.5538
MUT0320	Mutant	R3	24.5459
MUT0321	Mutant	R1	23.3338
MUT0322	Mutant	R2	21.9807
MUT0323	Mutant	R3	37.6777
MUT0324	Mutant	R1	26.7593
MUT0325	Mutant	R2	28.7647
MUT0326	Mutant	R3	39.048
MUT0327	Mutant	R1	19.2576
MUT0328	Mutant	R2	31.0534
MUT0329	Mutant	R3	29.2996
MUT0330	Mutant	R1	19.5103
MUT0331	Mutant	R2	19.9028
MUT0332	Mutant	R3	26.4974
MUT0333	Mutant	R1	26.1479
MUT0334	Mutant	R2	27.4855
MUT0335	Mutant	R3	36.2634
MUT0336	Mutant	R1	41.9324
MUT0337	Mutant	R2	24.3888
MUT0338	Mutant	R3	18.1369
MUT0339	Mutant	R1	18.9723
MUT0340	Mutant	R2	33.8671
MUT0341	Mutant	R3	30.1075
MUT0342	Mutant	R1	31.1445
MUT0343	Mutant	R2	29.7816
MUT0344	Mutant	R3	30.7466
MUT0345	Mutant	R1	26.4224
MUT0346	Mutant	R2	31.8093
MUT0347	Mutant	R3	29.9725
MUT0348	Mutant	R1	30.2608
MUT0349	Mutant	R2	38.6003
MUT0350	Mutant	R3	24.7372
MUT0351	Mutant	R1	32.8295
MUT0352	Mutant	R2	31.3424
MUT0353	Mutant	R3	27.1275
MUT0354	Mutant	R1	25.4005
MUT0355	Mutant	R2	26.7892
MUT0356	Mutant	R3	29.2512
MUT0357	Mutant	R1	36.4233
MUT0358	Mutant	R2	28.2477
MUT0359	Mutant	R3	22.9693
MUT0360	Mutant	R1	37.0933
MUT0361	Mutant	R2	37.3831
MUT0362	Mutant	R3	30.3148
MUT0363	Mutant	R1	33.245
MUT0364	Mutant	R2	31.612
MUT0365	Mutant	R3	29.8416
MUT0366	Mutant	R1	30.676
MUT0367	Mutant	R2	25.8039
MUT0368	Mutant	R3	30.5693
MUT0369	Mutant	R1	30.7357
MUT0370	Mutant	R2	27.8122
MUT0371	Mutant	R3	22.4104
MUT0372	Mutant	R1	34.2441
MUT0373	Mutant	R2	39.4255
MUT0374	Mutant	R3	19.7442
MUT0375	Mutant	R1	23.8052
MUT0376	Mutant	R2	21.9984
MUT0377	Mutant	R3	26.6601
MUT0378	Mutant	R1	22.538
MUT0379	Mutant	R2	18.3775
MUT0380	Mutant	R3	27.6114
MUT0381	Mutant	R1	31.1305
MUT0382	Mutant	R2	33.6385
MUT0383	Mutant	R3	15.6334
MUT0384	Mutant	R1	27.6992
MUT0385	Mutant	R2	15.3801
MUT0386	Mutant	R3	30.9445
MUT0387	Mutant	R1	23.1986
MUT0388	Mutant	R2	33.4349
MUT0389	Mutant	R3	28.0599
MUT0390	Mutant	R1	25.962
MUT0391	Mutant	R2	25.2558
MUT0392	Mutant	R3	35.748
MUT0393	Mutant	R1	23.8244
MUT0394	Mutant	R2	32.157
MUT0395	Mutant	R3	24.2396
MUT0396	Mutant	R1	29.9284
MUT0397	Mutant	R2	32.1298
MUT0398	Mutant	R3	31.2318
MUT0399	Mutant	R1	30.9978
MUT0400	Mutant	R2	31.9394
MUT0401	Mutant	R3	27.1523
MUT0402	Mutant	R1	25.0724
MUT0403	Mutant	R2	24.7378
MUT0404	Mutant	R3	36.6932
MUT0405	Mutant	R1	30.614
MUT0406	Mutant	R2	30.5457
MUT0407	Mutant	R3	17.513
MUT0408	Mutant	R1	29.0847
MUT0409	Mutant	R2	27.9996
MUT0410	Mutant	R3	33.8673
MUT0411	Mutant	R1	35.4858
MUT0412	Mutant	R2	35.3518
MUT0413	Mutant	R3	28.3967
MUT0414	Mutant	R1	29.3617
MUT0415	Mutant	R2	26.7327
MUT0416	Mutant	R3	42.5841
MUT0417	Mutant	R1	39.0434
MUT0418	Mutant	R2	21.5532
MUT0419	Mutant	R3	28.27
MUT0420	Mutant	R1	28.624
MUT0421	Mutant	R2	26.2466
MUT0422	Mutant	R3	32.7499
MUT0423	Mutant	R1	26.696
MUT0424	Mutant	R2	25.453
MUT0425	Mutant	R3	26.5022
MUT0426	Mutant	R1	27.3014
MUT0427	Mutant	R2	32.3012
MUT0428	Mutant	R3	31.6072
MUT0429	Mutant	R1	25.3569
MUT0430	Mutant	R2	28.8475
MUT0431	Mutant	R3	37.16
MUT0432	Mutant	R1	31.126
MUT0433	Mutant	R2	28.6537
MUT0434	Mutant	R3	21.8732
MUT0435	Mutant	R1	36.7037
MUT0436	Mutant	R2	32.9139
MUT0437	Mutant	R3	27.0067
MUT0438	Mutant	R1	36.8667
MUT0439	Mutant	R2	27.3359
MUT0440	Mutant	R3	29.0024
MUT0441	Mutant	R1	28.8578
MUT0442	Mutant	R2	24.528
MUT0443	Mutant	R3	34.183
MUT0444	Mutant	R1	19.5393
MUT0445	Mutant	R2	26.3696
MUT0446	Mutant	R3	24.7946
MUT0447	Mutant	R1	32.4908
MUT0448	Mutant	R2	38.2759
MUT0449	Mutant	R3	36.1419
MUT0450	Mutant	R1	28.8013
MUT0451	Mutant	R2	37.0509
MUT0452	Mutant	R3	31.2204
MUT0453	Mutant	R1	24.2297
MUT0454	Mutant	R2	35.5239
MUT0455	Mutant	R3	27.8922
MUT0456	Mutant	R1	32.3764
MUT0457	Mutant	R2	31.7544
MUT0458	Mutant	R3	25.9992
MUT0459	Mutant	R1	33.3577
MUT0460	Mutant	R2	26.7799
MUT0461	Mutant	R3	27.837
MUT0462	Mutant	R1	24.1064
MUT0463	Mutant	R2	29.2089
MUT0464	Mutant	R3	31.9753
MUT0465	Mutant	R1	34.7971
MUT0466	Mutant	R2	27.6835
MUT0467	Mutant	R3	30.3358
MUT0468	Mutant	R1	28.7572
MUT0469	Mutant	R2	29.9572
MUT0470	Mutant	R3	29.4553
MUT0471	Mutant	R1	31.9767
MUT0472	Mutant	R2	22.9106
MUT0473	Mutant	R3	16.8452
MUT0474	Mutant	R1	35.9964
MUT0475	Mutant	R2	26.0075
MUT0476	Mutant	R3	34.2729
MUT0477	Mutant	R1	23.9688
MUT0478	Mutant	R2	32.0635
MUT0479	Mutant	R3	32.1904
MUT0480	Mutant	R1	35.1536
