preset_id,preset_name,plot_type,target_width_mm,status,n_text,overlapping_text_pairs,clipped_text,legend_overlaps_data,legend_overlap_fraction,min_font_pt,min_font_role,effective_min_font_pt,tight_width_mm,tight_height_mm,width_deviation_pct,max_tick_labels_on_one_axis,publication_score,publication_level,render_warnings,issues,preview_png
full_184mm_S,Full width 184 mm (S),grouped_barplot_with_error_bar,184.0,WARN,17,0,0,False,0.0,6.5,tick,9.5,125.9,107.3,-31.6,10,76,warn,Style control 'line_width_pt' bars have no markers or data lines; error-bar and ,exported width 125.9 mm deviates -32% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/grouped_barplot_with_error_bar.png
full_184mm_S,Full width 184 mm (S),heatmap_clustered_matrix,184.0,PASS,52,0,0,False,0.0,6.5,tick,6.67,179.2,157.6,-2.6,30,76,warn,"Using 12 value column(s): ['Ctrl_1', 'Ctrl_2', 'Ctrl_3', 'Ctrl_4', 'DrugA_1', 'D | Style control 'line_width_pt' heatmaps use a continuous colormap, not per-point  | Style control 'marker_size' heatmaps use a continuous colormap, not per-point ma",,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/heatmap_clustered_matrix.png
full_184mm_S,Full width 184 mm (S),volcano_plot,184.0,WARN,32,0,0,False,0.0,6.5,tick,9.45,126.6,134.6,-31.2,8,76,warn,Style control 'palette_name' a volcano colours points by significance class (up  | Style control 'line_width_pt' a volcano colours points by significance class (up,exported width 126.6 mm deviates -31% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/volcano_plot.png
full_184mm_S,Full width 184 mm (S),scatterplot_with_regression,184.0,WARN,25,0,0,False,0.0,6.5,tick,9.66,123.8,118.9,-32.7,11,76,warn,,exported width 123.8 mm deviates -33% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/scatterplot_with_regression.png
full_184mm_S,Full width 184 mm (S),boxplot_or_violin_with_points,184.0,PASS,15,0,0,False,0.0,6.5,tick,6.68,179.0,142.2,-2.7,10,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/boxplot_or_violin_with_points.png
full_184mm_S,Full width 184 mm (S),lineplot_timecourse_with_error_band,184.0,PASS,23,0,0,False,0.0,6.5,tick,6.69,178.8,123.8,-2.8,9,64,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/lineplot_timecourse_with_error_band.png
full_184mm_S,Full width 184 mm (S),ridge_or_density_plot,184.0,PASS,13,0,0,False,0.0,6.5,tick,6.68,179.0,160.6,-2.7,8,64,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/ridge_or_density_plot.png
full_184mm_S,Full width 184 mm (S),histogram_distribution,184.0,PASS,33,0,0,False,0.0,6.5,tick,6.68,179.0,98.4,-2.7,11,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/histogram_distribution.png
full_184mm_S,Full width 184 mm (S),enrichment_dotplot,184.0,PASS,34,0,0,False,0.0,6.5,tick,6.67,179.2,138.5,-2.6,12,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/enrichment_dotplot.png
full_184mm_S,Full width 184 mm (S),kaplan_meier_survival_curve,184.0,PASS,21,0,0,False,0.0,6.5,tick,6.68,179.0,142.2,-2.7,9,64,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/kaplan_meier_survival_curve.png
full_184mm_S,Full width 184 mm (S),stacked_bar_composition,184.0,WARN,45,0,0,True,0.437,6.5,tick,6.68,179.0,123.8,-2.7,30,76,warn,Style control 'line_width_pt' stacked bars have no markers or data lines; it was | Style control 'marker_size' stacked bars have no markers or data lines; it was i,legend covers data (44% of legend box),../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/stacked_bar_composition.png
full_184mm_S,Full width 184 mm (S),waterfall_plot,184.0,WARN,16,0,0,False,0.0,6.5,tick,8.08,148.0,105.4,-19.6,10,88,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,exported width 148.0 mm deviates -20% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/waterfall_plot.png
full_184mm_S,Full width 184 mm (S),pca_scatter_from_matrix,184.0,PASS,20,0,0,False,0.0,6.5,tick,6.68,179.0,151.4,-2.7,7,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/pca_scatter_from_matrix.png
full_184mm_S,Full width 184 mm (S),oncoprint_mutation_heatmap,184.0,WARN,17,0,0,True,0.975,6.5,tick,7.73,154.7,123.8,-15.9,10,88,warn,"Style control 'line_width_pt' oncoprints use categorical mutation colors, not ma | Style control 'marker_size' oncoprints use categorical mutation colors, not mark",legend covers data (98% of legend box); exported width 154.7 mm deviates -16% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/oncoprint_mutation_heatmap.png
full_184mm_S,Full width 184 mm (S),lollipop_mutation_plot,184.0,WARN,29,0,0,False,0.0,6.5,tick,8.92,134.1,66.9,-27.1,10,76,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,exported width 134.1 mm deviates -27% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/lollipop_mutation_plot.png
full_184mm_S,Full width 184 mm (S),roc_curve,184.0,PASS,17,0,0,False,0.0,6.5,tick,6.69,178.8,179.0,-2.8,7,76,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/roc_curve.png
full_184mm_S,Full width 184 mm (S),forest_plot,184.0,PASS,16,0,0,False,0.0,6.5,tick,6.68,179.0,123.8,-2.7,9,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'marker_size' does not apply to this plot type; it was ignored for | Style control 'legend_outside' does not apply to this plot type; it was ignored ,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/forest_plot.png
full_184mm_S,Full width 184 mm (S),dot_strip_plot,184.0,PASS,15,0,0,False,0.0,6.5,tick,6.68,179.0,127.5,-2.7,10,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/dot_strip_plot.png
full_184mm_S,Full width 184 mm (S),beeswarm_plot,184.0,PASS,13,0,0,False,0.0,6.5,tick,6.68,179.0,127.5,-2.7,8,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/beeswarm_plot.png
full_184mm_S,Full width 184 mm (S),paired_slopegraph,184.0,PASS,13,0,0,False,0.0,6.5,tick,6.68,179.0,151.4,-2.7,9,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/paired_slopegraph.png
full_184mm_S,Full width 184 mm (S),raincloud_plot,184.0,PASS,12,0,0,False,0.0,6.5,tick,6.68,179.0,127.5,-2.7,7,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'legend_outside' does not apply to this plot type; it was ignored ,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/raincloud_plot.png
full_184mm_S,Full width 184 mm (S),hierarchical_dendrogram,184.0,PASS,35,0,0,False,0.0,6.5,tick,6.68,179.0,109.1,-2.7,24,76,warn,Style control 'legend_pt' a dendrogram has no markers; branch width follows the  | Style control 'line_width_pt' a dendrogram has no markers; branch width follows  | Style control 'marker_size' a dendrogram has no markers; branch width follows th,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/hierarchical_dendrogram.png
full_184mm_S,Full width 184 mm (S),ma_plot,184.0,FAIL,32,1,0,False,0.0,6.5,tick,7.88,151.8,110.2,-17.5,9,64,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,1 overlapping text pair(s); exported width 151.8 mm deviates -18% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/ma_plot.png
full_184mm_S,Full width 184 mm (S),manhattan_plot,184.0,PASS,37,0,0,False,0.0,6.5,tick,6.68,179.0,87.0,-2.7,23,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/manhattan_plot.png
full_184mm_S,Full width 184 mm (S),qq_plot,184.0,PASS,23,0,0,False,0.0,6.5,tick,6.68,179.0,164.3,-2.7,10,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'legend_outside' does not apply to this plot type; it was ignored ,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/qq_plot.png
full_184mm_S,Full width 184 mm (S),bland_altman_plot,184.0,PASS,20,0,0,False,0.0,6.5,tick,6.68,179.0,127.5,-2.7,9,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'legend_outside' does not apply to this plot type; it was ignored ,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/bland_altman_plot.png
full_184mm_S,Full width 184 mm (S),precision_recall_curve,184.0,PASS,18,0,0,False,0.0,6.5,tick,6.69,178.8,179.0,-2.8,7,76,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/precision_recall_curve.png
full_184mm_S,Full width 184 mm (S),confusion_matrix,184.0,PASS,26,0,0,False,0.0,6.5,tick,6.68,179.0,179.0,-2.7,8,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/confusion_matrix.png
full_184mm_S,Full width 184 mm (S),calibration_plot,184.0,PASS,20,0,0,False,0.0,6.5,tick,6.66,179.5,178.2,-2.4,8,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/calibration_plot.png
full_184mm_S,Full width 184 mm (S),dose_response_curve,184.0,FAIL,22,1,0,False,0.0,6.5,tick,9.55,125.2,111.0,-32.0,9,76,warn,,1 overlapping text pair(s); exported width 125.2 mm deviates -32% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/dose_response_curve.png
full_184mm_S,Full width 184 mm (S),upset_plot,184.0,WARN,36,0,0,False,0.0,6.5,tick,7.84,152.5,132.0,-17.1,8,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'legend_outside' does not apply to this plot type; it was ignored ,exported width 152.5 mm deviates -17% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/upset_plot.png
full_184mm_S,Full width 184 mm (S),swimmer_plot,184.0,WARN,34,0,0,False,0.0,6.5,tick,7.83,152.8,149.0,-17.0,20,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,exported width 152.8 mm deviates -17% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/swimmer_plot.png
full_184mm_S,Full width 184 mm (S),spider_plot,184.0,WARN,23,0,0,False,0.0,6.5,tick,9.52,125.6,110.2,-31.7,11,76,warn,,exported width 125.6 mm deviates -32% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/spider_plot.png
full_184mm_S,Full width 184 mm (S),sankey_plot,184.0,WARN,24,0,0,False,0.0,6.5,tick,8.57,139.5,89.9,-24.2,10,88,warn,"Style control 'legend_pt' flows have no axes, markers or lines in the plot sense | Style control 'line_width_pt' flows have no axes, markers or lines in the plot s | Style control 'marker_size' flows have no axes, markers or lines in the plot sen",exported width 139.5 mm deviates -24% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/sankey_plot.png
full_184mm_S,Full width 184 mm (S),embedding_scatter,184.0,WARN,26,0,0,False,0.0,6.5,tick,9.61,124.4,88.8,-32.4,10,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,exported width 124.4 mm deviates -32% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/embedding_scatter.png
full_184mm_S,Full width 184 mm (S),hierarchical_clustering,184.0,WARN,59,0,0,True,1.0,6.0,tick,6.18,178.5,155.4,-3.0,30,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,legend covers data (100% of legend box),../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/hierarchical_clustering.png
full_184mm_S,Full width 184 mm (S),network_graph,184.0,FAIL,23,1,0,False,0.0,6.5,legend,10.4,115.0,131.5,-37.5,0,100,pass,Style control 'line_width_pt' does not apply to network plots (they have no axes | Style control 'marker_size' does not apply to network plots (they have no axes; ,1 overlapping text pair(s); exported width 115.0 mm deviates -38% from target 184.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/network_graph.png
full_184mm_S,Full width 184 mm (S),chord_diagram,184.0,FAIL,24,1,0,False,0.0,6.5,tick,6.77,176.6,176.6,-4.0,7,88,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,1 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/chord_diagram.png
gc_bar_points_jittered,Bar + observations (jittered),barplot_with_error_bar,,PASS,12,0,0,False,0.0,10.0,tick,10.0,101.6,79.6,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/barplot_with_error_bar.png
gc_bar_points_jittered,Bar + observations (jittered),grouped_barplot_with_error_bar,,PASS,13,0,0,False,0.0,10.0,tick,10.0,113.9,71.1,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/grouped_barplot_with_error_bar.png
gc_bar_points_jittered,Bar + observations (jittered),heatmap_clustered_matrix,,PASS,52,0,0,False,0.0,9.0,tick,9.0,101.6,154.2,,30,100,pass,"Using 12 value column(s): ['Ctrl_1', 'Ctrl_2', 'Ctrl_3', 'Ctrl_4', 'DrugA_1', 'D",,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/heatmap_clustered_matrix.png
gc_bar_points_jittered,Bar + observations (jittered),volcano_plot,,FAIL,32,4,0,False,0.0,9.5,title,9.5,120.7,90.1,,8,100,pass,,4 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/volcano_plot.png
gc_bar_points_jittered,Bar + observations (jittered),scatterplot_with_regression,,FAIL,20,1,0,False,0.0,9.5,annotation,9.5,148.0,78.0,,8,88,warn,,1 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/scatterplot_with_regression.png
gc_bar_points_jittered,Bar + observations (jittered),boxplot_or_violin_with_points,,PASS,11,0,0,False,0.0,10.0,tick,10.0,98.3,79.6,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/boxplot_or_violin_with_points.png
gc_bar_points_jittered,Bar + observations (jittered),lineplot_timecourse_with_error_band,,WARN,23,0,0,True,0.208,10.0,tick,10.0,101.6,68.6,,9,88,warn,,legend covers data (21% of legend box),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/lineplot_timecourse_with_error_band.png
gc_bar_points_jittered,Bar + observations (jittered),ridge_or_density_plot,,PASS,13,0,0,False,0.0,10.0,tick,10.0,101.6,90.6,,8,88,warn,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/ridge_or_density_plot.png
gc_bar_points_jittered,Bar + observations (jittered),histogram_distribution,,PASS,19,0,0,False,0.0,10.0,tick,10.0,101.6,53.4,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/histogram_distribution.png
gc_bar_points_jittered,Bar + observations (jittered),enrichment_dotplot,,PASS,27,0,0,False,0.0,10.0,tick,10.0,97.7,88.4,,12,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/enrichment_dotplot.png
gc_bar_points_jittered,Bar + observations (jittered),kaplan_meier_survival_curve,,PASS,21,0,0,False,0.0,10.0,tick,10.0,101.6,79.6,,9,88,warn,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/kaplan_meier_survival_curve.png
gc_bar_points_jittered,Bar + observations (jittered),stacked_bar_composition,,FAIL,45,29,0,False,0.0,10.0,tick,10.0,101.4,68.6,,30,100,pass,,29 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/stacked_bar_composition.png
gc_bar_points_jittered,Bar + observations (jittered),waterfall_plot,,PASS,14,0,0,False,0.0,10.0,tick,10.0,100.8,57.6,,8,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/waterfall_plot.png
gc_bar_points_jittered,Bar + observations (jittered),pca_scatter_from_matrix,,FAIL,20,1,0,False,0.0,10.0,tick,10.0,101.6,85.1,,7,100,pass,,1 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/pca_scatter_from_matrix.png
gc_bar_points_jittered,Bar + observations (jittered),oncoprint_mutation_heatmap,,PASS,17,0,0,False,0.0,10.0,tick,10.0,101.6,68.6,,10,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/oncoprint_mutation_heatmap.png
gc_bar_points_jittered,Bar + observations (jittered),lollipop_mutation_plot,,PASS,24,0,0,False,0.0,10.0,tick,10.0,126.4,47.0,,6,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/lollipop_mutation_plot.png
gc_bar_points_jittered,Bar + observations (jittered),roc_curve,,PASS,17,0,0,False,0.0,10.0,tick,10.0,103.8,100.6,,7,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/roc_curve.png
gc_bar_points_jittered,Bar + observations (jittered),forest_plot,,PASS,16,0,0,False,0.0,10.0,tick,10.0,101.6,68.6,,9,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/forest_plot.png
gc_bar_points_jittered,Bar + observations (jittered),dot_strip_plot,,PASS,11,0,0,False,0.0,10.0,tick,10.0,101.6,70.8,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/dot_strip_plot.png
gc_bar_points_jittered,Bar + observations (jittered),beeswarm_plot,,PASS,10,0,0,False,0.0,10.0,tick,10.0,101.6,70.8,,5,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/beeswarm_plot.png
gc_bar_points_jittered,Bar + observations (jittered),paired_slopegraph,,PASS,13,0,0,False,0.0,10.0,tick,10.0,101.6,85.1,,9,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/paired_slopegraph.png
gc_bar_points_jittered,Bar + observations (jittered),raincloud_plot,,PASS,12,0,0,False,0.0,10.0,tick,10.0,101.6,70.8,,7,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/raincloud_plot.png
gc_bar_points_jittered,Bar + observations (jittered),hierarchical_dendrogram,,PASS,31,0,0,False,0.0,10.0,tick,10.0,101.5,59.8,,24,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/hierarchical_dendrogram.png
gc_bar_points_jittered,Bar + observations (jittered),ma_plot,,FAIL,30,6,2,False,0.0,9.5,annotation,9.5,111.7,74.2,,9,88,warn,,6 overlapping text pair(s); 2 clipped annotation(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/ma_plot.png
gc_bar_points_jittered,Bar + observations (jittered),manhattan_plot,,WARN,32,0,0,True,0.208,10.0,tick,10.0,104.9,46.6,,23,100,pass,,legend covers data (21% of legend box),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/manhattan_plot.png
gc_bar_points_jittered,Bar + observations (jittered),qq_plot,,PASS,19,0,0,False,0.0,9.5,annotation,9.5,101.6,92.8,,10,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/qq_plot.png
gc_bar_points_jittered,Bar + observations (jittered),bland_altman_plot,,FAIL,20,3,0,False,0.0,9.5,annotation,9.5,101.6,70.8,,9,100,pass,,3 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/bland_altman_plot.png
gc_bar_points_jittered,Bar + observations (jittered),precision_recall_curve,,PASS,18,0,0,False,0.0,9.0,legend,9.0,103.8,100.6,,7,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/precision_recall_curve.png
gc_bar_points_jittered,Bar + observations (jittered),confusion_matrix,,PASS,26,0,0,False,0.0,10.0,tick,10.0,101.6,101.6,,8,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/confusion_matrix.png
gc_bar_points_jittered,Bar + observations (jittered),calibration_plot,,PASS,20,0,0,False,0.0,9.0,legend,9.0,102.1,98.9,,8,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/calibration_plot.png
gc_bar_points_jittered,Bar + observations (jittered),dose_response_curve,,FAIL,22,1,0,False,0.0,10.0,tick,10.0,110.7,73.7,,9,100,pass,,1 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/dose_response_curve.png
gc_bar_points_jittered,Bar + observations (jittered),upset_plot,,PASS,36,0,0,False,0.0,9.0,annotation,9.0,139.9,135.7,,8,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/upset_plot.png
gc_bar_points_jittered,Bar + observations (jittered),swimmer_plot,,PASS,38,0,0,False,0.0,10.0,tick,10.0,132.7,152.7,,20,88,warn,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/swimmer_plot.png
gc_bar_points_jittered,Bar + observations (jittered),spider_plot,,FAIL,19,1,0,False,0.0,10.0,tick,10.0,126.6,72.8,,7,88,warn,,1 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/spider_plot.png
gc_bar_points_jittered,Bar + observations (jittered),sankey_plot,,PASS,24,0,0,False,0.0,10.0,tick,10.0,145.5,91.5,,10,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/sankey_plot.png
gc_bar_points_jittered,Bar + observations (jittered),embedding_scatter,,PASS,19,0,0,False,0.0,10.0,tick,10.0,114.7,59.9,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/embedding_scatter.png
gc_bar_points_jittered,Bar + observations (jittered),hierarchical_clustering,,PASS,59,0,0,False,0.0,7.0,tick,7.0,101.6,159.2,,30,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/hierarchical_clustering.png
gc_bar_points_jittered,Bar + observations (jittered),network_graph,,PASS,23,0,0,False,0.0,8.5,annotation,8.5,115.8,95.5,,0,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/network_graph.png
gc_bar_points_jittered,Bar + observations (jittered),chord_diagram,,FAIL,32,3,0,False,0.0,10.0,tick,10.0,105.6,120.6,,11,100,pass,,3 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_jittered/chord_diagram.png
gc_bar_points_open,Bar + observations (open circles),barplot_with_error_bar,,PASS,12,0,0,False,0.0,10.0,tick,10.0,101.6,79.6,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/barplot_with_error_bar.png
gc_bar_points_open,Bar + observations (open circles),grouped_barplot_with_error_bar,,PASS,13,0,0,False,0.0,10.0,tick,10.0,113.9,71.1,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/grouped_barplot_with_error_bar.png
gc_bar_points_open,Bar + observations (open circles),heatmap_clustered_matrix,,PASS,52,0,0,False,0.0,9.0,tick,9.0,101.6,154.2,,30,100,pass,"Using 12 value column(s): ['Ctrl_1', 'Ctrl_2', 'Ctrl_3', 'Ctrl_4', 'DrugA_1', 'D",,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/heatmap_clustered_matrix.png
gc_bar_points_open,Bar + observations (open circles),volcano_plot,,FAIL,32,4,0,False,0.0,9.5,title,9.5,120.7,90.1,,8,100,pass,,4 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/volcano_plot.png
gc_bar_points_open,Bar + observations (open circles),scatterplot_with_regression,,FAIL,20,1,0,False,0.0,9.5,annotation,9.5,134.6,78.0,,8,88,warn,,1 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/scatterplot_with_regression.png
gc_bar_points_open,Bar + observations (open circles),boxplot_or_violin_with_points,,PASS,11,0,0,False,0.0,10.0,tick,10.0,98.3,79.6,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/boxplot_or_violin_with_points.png
gc_bar_points_open,Bar + observations (open circles),lineplot_timecourse_with_error_band,,WARN,23,0,0,True,0.208,10.0,tick,10.0,101.6,68.6,,9,88,warn,,legend covers data (21% of legend box),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/lineplot_timecourse_with_error_band.png
gc_bar_points_open,Bar + observations (open circles),ridge_or_density_plot,,PASS,13,0,0,False,0.0,10.0,tick,10.0,101.6,90.6,,8,88,warn,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/ridge_or_density_plot.png
gc_bar_points_open,Bar + observations (open circles),histogram_distribution,,PASS,19,0,0,False,0.0,10.0,tick,10.0,101.6,53.4,,6,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/histogram_distribution.png
gc_bar_points_open,Bar + observations (open circles),enrichment_dotplot,,PASS,27,0,0,False,0.0,10.0,tick,10.0,97.7,88.4,,12,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/enrichment_dotplot.png
gc_bar_points_open,Bar + observations (open circles),kaplan_meier_survival_curve,,PASS,21,0,0,False,0.0,10.0,tick,10.0,101.6,79.6,,9,88,warn,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/kaplan_meier_survival_curve.png
gc_bar_points_open,Bar + observations (open circles),stacked_bar_composition,,FAIL,45,29,0,False,0.0,10.0,tick,10.0,101.4,68.6,,30,100,pass,,29 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/stacked_bar_composition.png
gc_bar_points_open,Bar + observations (open circles),waterfall_plot,,PASS,14,0,0,False,0.0,10.0,tick,10.0,100.8,57.6,,8,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/waterfall_plot.png
gc_bar_points_open,Bar + observations (open circles),pca_scatter_from_matrix,,FAIL,20,1,0,False,0.0,10.0,tick,10.0,101.6,85.1,,7,100,pass,,1 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/pca_scatter_from_matrix.png
gc_bar_points_open,Bar + observations (open circles),oncoprint_mutation_heatmap,,PASS,17,0,0,False,0.0,10.0,tick,10.0,101.6,68.6,,10,100,pass,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/oncoprint_mutation_heatmap.png
gc_bar_points_open,Bar + observations (open circles),lollipop_mutation_plot,,PASS,24,0,0,False,0.0,10.0,tick,10.0,126.4,47.0,,6,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/gc_bar_points_open/lollipop_mutation_plot.png
